Группа_Компаний,Юр_Лицо,ИНН,Год,Бассейн,Объект_Лова,Тип_Квоты,Доля_%,Объем_Тонн,Дата_Начала_Договора,Дата_Окончания_Договора,Причина_Изменения
,"ООО ""ТРК""",2508136358,2026,Дальневосточный,Краб,Инвестиционная,5.263,545.376,31.10.2019,30.10.2034,Регулятор/Инвестквоты
ГК РРПК,ООО «ПРЕОБРАЖЕНИЕ ВОСТОКА»,2508144045,2026,Дальневосточный,Зирфея,Промышленная,,7.143,nan,nan,
ГК РРПК,"ООО ""Преображение Востока""",2508144045,2024,Дальневосточный,Зирфея (307),Промышленная,7.143,1.4264,13.04.2022,12.04.2037,
ГК РРПК,"ООО ""ПРЕОБРАЖЕНИЕ ВОСТОКА""",2508144045,2025,Дальневосточный,Зирфея (307),Промышленная,7.143,1.426,13.04.2022,12.04.2037,
ГК РРПК,"ООО ""ПРЕОБРАЖЕНИЕ ВОСТОКА""",2508144045,2026,Дальневосточный,Зирфея (307),Промышленная,7.143,1.419,13.04.2022,12.04.2037,
ГК Гидрострой,"ООО ""Восток""",2508145352,2024,Дальневосточный,Краб,Инвестиционная,5.555,373.629,09.11.2023,08.11.2038,
ГК Гидрострой,"ООО ""Восток""",2508145352,2024,Дальневосточный,Краб,Инвестиционная,5.555,16.098,09.11.2023,08.11.2038,
ГК Гидрострой,"ООО ""Восток""",2508145352,2024,Дальневосточный,Краб,Инвестиционная,5.555,446.979,09.11.2023,08.11.2038,
ГК Гидрострой,"ООО ""ВОСТОК""",2508145352,2025,Дальневосточный,Краб,Инвестиционная,5.555,397.738,09.11.2023,08.11.2038,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ВОСТОК""",2508145352,2025,Дальневосточный,Краб,Инвестиционная,5.555,15.549,09.11.2023,08.11.2038,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ВОСТОК""",2508145352,2025,Дальневосточный,Краб,Инвестиционная,5.555,460.394,09.11.2023,08.11.2038,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ВОСТОК""",2508145352,2026,Дальневосточный,Краб,Инвестиционная,5.555,309.396,09.11.2023,08.11.2038,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ВОСТОК""",2508145352,2026,Дальневосточный,Краб,Инвестиционная,5.555,18.177,09.11.2023,08.11.2038,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ВОСТОК""",2508145352,2026,Дальневосточный,Краб,Инвестиционная,5.555,552.609,09.11.2023,08.11.2038,Регулятор/Инвестквоты
,"ООО ""Минтай плюс""",2508146719,2024,Дальневосточный,Минтай,Промышленная,8.833,659.428,31.08.2018,30.08.2033,
,"ООО ""МИНТАЙ ПЛЮС""",2508146719,2025,Дальневосточный,Минтай,Промышленная,8.833,582.617,31.08.2018,30.08.2033,Регулятор/Инвестквоты
,"ООО ""Треска плюс""",2508146726,2023,Дальневосточный,Треска,Промышленная,18.371,334.744,30.08.2018,29.08.2033,
,"ООО ""Треска плюс""",2508146726,2024,Дальневосточный,Треска,Промышленная,18.371,270.693,30.08.2018,29.08.2033,Биология/ОДУ
,"ООО ""ТРЕСКА ПЛЮС""",2508146726,2025,Дальневосточный,Треска,Промышленная,18.371,269.142,30.08.2018,29.08.2033,
,"ООО ""МУССОН ПРИМ""",2508152720,2026,Дальневосточный,Минтай,Промышленная,0.914,2758.399,30.08.2018,29.08.2033,
,"ООО ""МУССОН ПРИМ""",2508152720,2026,Дальневосточный,Минтай,Промышленная,0.058,54.794,05.09.2018,04.09.2033,
,ООО «МУССОН ПРИМ»,2508152720,2026,Дальневосточный,Минтай,Промышленная,,0.914,nan,nan,
,"ООО ""МУССОН ПРИМ""",2508152720,2026,Дальневосточный,Сельдь,Промышленная,0.993,3176.541,30.08.2018,29.08.2033,
,ООО «МУССОН ПРИМ»,2508152720,2026,Дальневосточный,Сельдь,Промышленная,,0.993,nan,nan,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Краб,Промышленная,0.709,47.896,05.09.2018,04.09.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Краб,Промышленная,2.824,141.35,31.08.2018,30.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2024,Дальневосточный,Краб,Промышленная,2.824,141.35,31.08.2018,30.08.2033,Биология/ОДУ
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2025,Дальневосточный,Краб,Промышленная,2.824,174.735,31.08.2018,30.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2026,Дальневосточный,Краб,Промышленная,2.824,171.675,31.08.2018,30.08.2033,
ГК Гидрострой,ПАО «ПБТФ»,2518000814,2026,Дальневосточный,Краб,Промышленная,,2.824,nan,nan,Регулятор/Инвестквоты
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Креветка,Промышленная,17.894,196.261,29.08.2018,28.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Ламинарии,Промышленная,24.193,483.558,31.08.2018,30.08.2033,
ГК Гидрострой,ПАО «ПБТФ»,2518000814,2026,Дальневосточный,Ламинарии,Промышленная,,24.193,nan,nan,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2024,Дальневосточный,Ламинарии (949),Промышленная,24.193,362.585,31.08.2018,30.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2025,Дальневосточный,Ламинарии (949),Промышленная,24.193,350.392,31.08.2018,30.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2026,Дальневосточный,Ламинарии (949),Промышленная,24.193,362.409,31.08.2018,30.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Минтай,Промышленная,29.659,29723.653,05.09.2018,04.09.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Минтай,Промышленная,2.863,13567.538,05.09.2018,04.09.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Минтай,Промышленная,6.457,18906.785,31.08.2018,30.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Минтай,Промышленная,5.268,11793.946,05.09.2018,04.09.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Минтай,Промышленная,2.863,34.82,05.09.2018,04.09.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Минтай,Промышленная,6.457,18906.785,31.08.2018,30.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Минтай,Промышленная,2.863,34.82,05.09.2018,04.09.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2024,Дальневосточный,Минтай,Промышленная,0.649,757.017,19.10.2023,18.10.2038,Биология/ОДУ
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2024,Дальневосточный,Минтай,Промышленная,2.863,15531.327,05.09.2018,04.09.2033,Биология/ОДУ
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2025,Дальневосточный,Минтай,Промышленная,0.649,852.985,19.10.2023,18.10.2038,Регулятор/Инвестквоты
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2025,Дальневосточный,Минтай,Промышленная,2.863,16862.86,05.09.2018,04.09.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2026,Дальневосточный,Минтай,Промышленная,0.649,890.42,19.10.2023,18.10.2038,Биология/ОДУ
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2026,Дальневосточный,Минтай,Промышленная,2.863,12731.9,05.09.2018,04.09.2033,Биология/ОДУ
ГК Гидрострой,ПАО «ПБТФ»,2518000814,2026,Дальневосточный,Минтай,Промышленная,,0.649,nan,nan,Биология/ОДУ
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Морской еж серый,Промышленная,13.934,126.643,29.08.2018,28.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Морской еж серый (821),Промышленная,13.934,126.643,29.08.2018,28.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2024,Дальневосточный,Морской еж серый (821),Промышленная,13.934,126.627,29.08.2018,28.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Морской еж черный,Промышленная,48.447,203.167,31.08.2018,30.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2024,Дальневосточный,Морской еж черный (940),Промышленная,48.447,203.167,31.08.2018,30.08.2033,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Сельдь,Промышленная,8.011,2582.61,13.04.2020,12.04.2035,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2023,Дальневосточный,Сельдь,Промышленная,8.011,2582.61,13.04.2020,12.04.2035,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2024,Дальневосточный,Сельдь,Промышленная,8.011,2598.672,13.04.2020,12.04.2035,Биология/ОДУ
ГК Гидрострой,"пао ""пбтф""",2518000814,2025,Дальневосточный,Сельдь,Промышленная,8.011,3153.102,13.04.2020,12.04.2035,
ГК Гидрострой,"ПАО ""ПБТФ""",2518000814,2026,Дальневосточный,Сельдь,Промышленная,8.011,3808.93,13.04.2020,12.04.2035,
ГК Гидрострой,ПАО «ПБТФ»,2518000814,2026,Дальневосточный,Сельдь,Промышленная,,8.011,nan,nan,Регулятор/Инвестквоты
,"ООО ""Восход""",2518001230,2023,Дальневосточный,Краб,Инвестиционная,5.263,355.542,31.10.2019,30.10.2034,
,"ООО ""Восход""",2518001230,2023,Дальневосточный,Краб,Инвестиционная,5.263,13.184,31.10.2019,30.10.2034,
,"ООО ""Восход""",2518001230,2023,Дальневосточный,Краб,Инвестиционная,5.263,16.177,31.10.2019,30.10.2034,
,"ООО ""Восход""",2518001230,2023,Дальневосточный,Краб,Инвестиционная,5.263,441.129,31.10.2019,30.10.2034,
,"ООО ""ВОСХОД""",2518001230,2024,Дальневосточный,Краб,Инвестиционная,5.263,353.989,31.10.2019,30.10.2034,Биология/ОДУ
,"ООО ""ВОСХОД""",2518001230,2024,Дальневосточный,Краб,Инвестиционная,5.263,10.71,31.10.2019,30.10.2034,Биология/ОДУ
,"ООО ""ВОСХОД""",2518001230,2024,Дальневосточный,Краб,Инвестиционная,5.263,15.888,31.10.2019,30.10.2034,Биология/ОДУ
,"ООО ""ВОСХОД""",2518001230,2024,Дальневосточный,Краб,Инвестиционная,5.263,441.129,31.10.2019,30.10.2034,Биология/ОДУ
,"ООО ""ВОСХОД""",2518001230,2025,Дальневосточный,Краб,Инвестиционная,5.263,376.831,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""ВОСХОД""",2518001230,2025,Дальневосточный,Краб,Инвестиционная,5.263,12.605,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""ВОСХОД""",2518001230,2025,Дальневосточный,Краб,Инвестиционная,5.263,15.346,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""ВОСХОД""",2518001230,2025,Дальневосточный,Краб,Инвестиционная,5.263,454.368,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""ВОСХОД""",2518001230,2026,Дальневосточный,Краб,Инвестиционная,5.263,10.473,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""ВОСХОД""",2518001230,2026,Дальневосточный,Краб,Инвестиционная,5.263,17.939,31.10.2019,30.10.2034,Регулятор/Инвестквоты
,"ООО ""восход""",2518001230,2026,Дальневосточный,Краб,Промышленная,100.0,147.3,13.09.2022,12.09.2037,
,"ООО ""ВОСХОД""",2518001230,2026,Дальневосточный,Краб,Промышленная,10.313,626.941,29.08.2018,28.08.2033,
,ООО «ВОСХОД»,2518001230,2026,Дальневосточный,Краб,Промышленная,,100.0,nan,nan,
,ООО «ВОСХОД»,2518001230,2026,Дальневосточный,Краб,Промышленная,,10.313,nan,nan,
,"ООО ""Рыбозавод Валентин""",2518003830,2023,Дальневосточный,Кукумария,Промышленная,0.02,0.289,06.09.2018,05.09.2033,
,ООО «РЫБОЗАВОД ВАЛЕНТИН»,2518003830,2026,Дальневосточный,Кукумария,Промышленная,,0.02,nan,nan,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2023,Дальневосточный,Кукумария (639),Промышленная,0.02,0.289,06.09.2018,05.09.2033,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2024,Дальневосточный,Кукумария (639),Промышленная,0.02,0.079,06.09.2018,05.09.2033,Регулятор/Инвестквоты
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2025,Дальневосточный,Кукумария (639),Промышленная,0.02,0.086,06.09.2018,05.09.2033,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2026,Дальневосточный,Кукумария (639),Промышленная,0.02,0.079,06.09.2018,05.09.2033,Биология/ОДУ
,"ООО ""Рыбозавод Валентин""",2518003830,2023,Дальневосточный,Ламинарии,Промышленная,9.124,182.366,06.09.2018,05.09.2033,
,ООО «РЫБОЗАВОД ВАЛЕНТИН»,2518003830,2026,Дальневосточный,Ламинарии,Промышленная,,9.124,nan,nan,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2024,Дальневосточный,Ламинарии (949),Промышленная,9.124,136.743,06.09.2018,05.09.2033,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2025,Дальневосточный,Ламинарии (949),Промышленная,9.124,132.145,06.09.2018,05.09.2033,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2026,Дальневосточный,Ламинарии (949),Промышленная,9.124,136.677,06.09.2018,05.09.2033,
,"ООО ""Рыбозавод Валентин""",2518003830,2023,Дальневосточный,Минтай,Промышленная,0.226,54.431,06.09.2018,05.09.2033,
,"ООО ""рыбозавод валентин""",2518003830,2023,Дальневосточный,Минтай,Промышленная,0.226,54.431,06.09.2018,05.09.2033,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2024,Дальневосточный,Минтай,Промышленная,0.226,59.553,06.09.2018,05.09.2033,Биология/ОДУ
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2025,Дальневосточный,Минтай,Промышленная,0.226,44.509,06.09.2018,05.09.2033,Регулятор/Инвестквоты
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2026,Дальневосточный,Минтай,Промышленная,0.226,41.415,06.09.2018,05.09.2033,Биология/ОДУ
,"ООО ""Рыбозавод Валентин""",2518003830,2023,Дальневосточный,Морской еж серый,Промышленная,5.144,46.753,29.08.2018,28.08.2033,
,ООО «РЫБОЗАВОД ВАЛЕНТИН»,2518003830,2026,Дальневосточный,Морской еж серый,Промышленная,,5.144,nan,nan,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2023,Дальневосточный,Морской еж серый (821),Промышленная,5.144,46.753,29.08.2018,28.08.2033,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2024,Дальневосточный,Морской еж серый (821),Промышленная,5.144,46.747,29.08.2018,28.08.2033,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2025,Дальневосточный,Морской еж серый (821),Промышленная,5.144,46.734,29.08.2018,28.08.2033,
,"ООО ""РЫБОЗАВОД ВАЛЕНТИН""",2518003830,2026,Дальневосточный,Морской еж серый (821),Промышленная,5.144,46.741,29.08.2018,28.08.2033,
,"ООО ""Велес-Снек""",2521015225,2023,Дальневосточный,Кальмар,Инвестиционная,11.75,1997.488,14.09.2022,13.09.2037,
,"ООО ""ВЕЛЕС-СНЕК""",2521015225,2024,Дальневосточный,Кальмар,Инвестиционная,11.75,1997.371,14.09.2022,13.09.2037,
,"ООО ""Велес-Снек""",2521015225,2023,Дальневосточный,Камбалы дальневосточные,Инвестиционная,11.75,52.241,14.09.2022,13.09.2037,
,"ООО ""ВЕЛЕС-СНЕК""",2521015225,2023,Дальневосточный,Камбалы дальневосточные (451),Инвестиционная,11.75,52.593,14.09.2022,13.09.2037,
,"ООО ""ВЕЛЕС-СНЕК""",2521015225,2024,Дальневосточный,Камбалы дальневосточные (451),Инвестиционная,11.75,49.303,14.09.2022,13.09.2037,Регулятор/Инвестквоты
,"ООО ""Велес-Снек""",2521015225,2023,Дальневосточный,Макрурусы,Инвестиционная,11.75,234.998,14.09.2022,13.09.2037,
,"ООО ""ВЕЛЕС-СНЕК""",2521015225,2024,Дальневосточный,Макрурусы (210),Инвестиционная,11.75,281.833,14.09.2022,13.09.2037,
,"ООО ""ВЕЛЕС-СНЕК""",2521015225,2026,Дальневосточный,Минтай,Промышленная,2.493,305.42,31.08.2018,30.08.2033,
,ООО «ВЕЛЕС-СНЕК»,2521015225,2026,Дальневосточный,Минтай,Промышленная,,2.0,nan,nan,
,"ООО ""Велес-Снек""",2521015225,2023,Дальневосточный,Терпуги,Инвестиционная,11.75,391.94,14.09.2022,13.09.2037,
,"ООО ""ВЕЛЕС-СНЕК""",2521015225,2023,Дальневосточный,Терпуги (692),Инвестиционная,11.75,392.222,14.09.2022,13.09.2037,
,"ООО ""ВЕЛЕС-СНЕК""",2521015225,2024,Дальневосточный,Терпуги (692),Инвестиционная,11.75,338.055,14.09.2022,13.09.2037,Биология/ОДУ
,"ООО ""Велес-Снек""",2521015225,2023,Дальневосточный,Треска,Инвестиционная,11.75,286.38,14.09.2022,13.09.2037,
,"ООО ""ВЕЛЕС-СНЕК""",2521015225,2023,Дальневосточный,Треска,Инвестиционная,11.75,288.965,14.09.2022,13.09.2037,
,"ООО ""ВЕЛЕС-СНЕК""",2521015225,2024,Дальневосточный,Треска,Инвестиционная,11.75,272.473,14.09.2022,13.09.2037,Биология/ОДУ
,"ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Минтай,Инвестиционная,3.427,750.913,25.05.2018,24.05.2033,
,"ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Минтай,Инвестиционная,3.427,3507.993,25.05.2018,24.05.2033,
,"ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Минтай,Инвестиционная,3.427,2177.262,25.05.2018,24.05.2033,
,"ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Минтай,Инвестиционная,3.427,9.003,25.05.2018,24.05.2033,
,"ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Минтай,Инвестиционная,3.427,750.913,25.05.2018,24.05.2033,
,"ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Минтай,Инвестиционная,3.427,9.003,25.05.2018,24.05.2033,
,"ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Минтай,Инвестиционная,3.427,2177.262,25.05.2018,24.05.2033,
,"ООО ""РУССКИЙ МИНТАЙ""",2521015391,2024,Дальневосточный,Минтай,Инвестиционная,3.427,892.79,25.05.2018,24.05.2033,Биология/ОДУ
,"ООО ""РУССКИЙ МИНТАЙ""",2521015391,2024,Дальневосточный,Минтай,Инвестиционная,3.427,4111.371,25.05.2018,24.05.2033,Биология/ОДУ
,"ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Сельдь,Инвестиционная,3.427,1982.917,25.05.2018,24.05.2033,
,"ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Сельдь,Инвестиционная,3.427,1982.917,25.05.2018,24.05.2033,
,"ООО ""РУССКИЙ МИНТАЙ""",2521015391,2024,Дальневосточный,Сельдь,Инвестиционная,3.427,2119.618,25.05.2018,24.05.2033,Биология/ОДУ
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Краб,Промышленная,1.53,103.359,05.09.2018,04.09.2033,
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Краб,Промышленная,3.129,4.836,31.08.2018,30.08.2033,
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Краб,Промышленная,0.67,8.154,29.08.2018,28.08.2033,
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Краб,Промышленная,4.612,4.089,31.08.2018,30.08.2033,
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2024,Дальневосточный,Краб,Промышленная,1.054,52.756,31.08.2018,30.08.2033,Биология/ОДУ
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2025,Дальневосточный,Краб,Промышленная,1.054,65.216,31.08.2018,30.08.2033,
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2026,Дальневосточный,Краб,Промышленная,1.054,64.074,31.08.2018,30.08.2033,
,АО «ВОСТОК-ДЖАПАН»,2528004350,2026,Дальневосточный,Краб,Промышленная,,1.054,nan,nan,Регулятор/Инвестквоты
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Морской еж серый,Промышленная,3.118,28.339,10.12.2021,09.12.2036,
,АО «ВОСТОК-ДЖАПАН»,2528004350,2026,Дальневосточный,Морской еж серый,Промышленная,,3.118,nan,nan,
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Морской еж серый (821),Промышленная,3.118,28.339,10.12.2021,09.12.2036,
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2024,Дальневосточный,Морской еж серый (821),Промышленная,3.118,28.335,10.12.2021,09.12.2036,
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2025,Дальневосточный,Морской еж серый (821),Промышленная,3.118,28.327,10.12.2021,09.12.2036,
,"АО ""ВОСТОК-ДЖАПАН""",2528004350,2026,Дальневосточный,Морской еж серый (821),Промышленная,3.118,28.332,10.12.2021,09.12.2036,
,"ООО НПКА ""Нереида""",2531007897,2023,Дальневосточный,Треска,Промышленная,1.661,30.266,04.09.2018,03.09.2033,
,"ООО НПКА ""Нереида""",2531007897,2023,Дальневосточный,Треска,Промышленная,1.661,30.266,04.09.2018,03.09.2033,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Краб,Промышленная,5.58,44.989,31.08.2018,30.08.2033,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Краб,Промышленная,39.188,957.167,31.08.2018,30.08.2033,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Краб,Промышленная,24.434,36.651,31.08.2018,30.08.2033,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Краб,Промышленная,64.974,1991.356,31.08.2018,30.08.2033,
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Краб,Промышленная,39.188,919.939,31.08.2018,30.08.2033,Биология/ОДУ
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Краб,Промышленная,24.434,36.651,31.08.2018,30.08.2033,Биология/ОДУ
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2025,Дальневосточный,Краб,Промышленная,39.188,1010.071,31.08.2018,30.08.2033,
,"АО""Р/К""ВОСТОК-1""",2536010639,2025,Дальневосточный,Краб,Промышленная,24.434,36.651,31.08.2018,30.08.2033,Регулятор/Инвестквоты
,"АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Краб,Промышленная,39.188,1094.324,31.08.2018,30.08.2033,
,"АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Краб,Промышленная,24.434,36.651,31.08.2018,30.08.2033,Регулятор/Инвестквоты
,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Краб,Промышленная,,39.188,nan,nan,Регулятор/Инвестквоты
,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Краб,Промышленная,,24.434,nan,nan,Регулятор/Инвестквоты
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Макрурусы,Промышленная,14.3,571.9857,19.07.2019,18.07.2034,
,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Макрурусы,Промышленная,,14.3,nan,nan,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Макрурусы (210),Промышленная,5.424,866.918,29.08.2018,28.08.2033,
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Макрурусы (210),Промышленная,14.3,457.5857,19.07.2019,18.07.2034,Биология/ОДУ
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2025,Дальневосточный,Макрурусы (210),Промышленная,14.3,457.585,19.07.2019,18.07.2034,
,"АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Макрурусы (210),Промышленная,14.3,457.585,19.07.2019,18.07.2034,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Палтус белокорый,Промышленная,10.663,83.833,31.08.2018,30.08.2033,
,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Палтус белокорый,Промышленная,,10.663,nan,nan,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Палтус белокорый (112),Промышленная,10.663,83.833,31.08.2018,30.08.2033,
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Палтус белокорый (112),Промышленная,22.628,4.208,30.08.2018,29.08.2033,Биология/ОДУ
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2025,Дальневосточный,Палтус белокорый (112),Промышленная,10.663,76.729,31.08.2018,30.08.2033,
,"АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Палтус белокорый (112),Промышленная,10.663,70.001,31.08.2018,30.08.2033,Регулятор/Инвестквоты
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Палтус черный,Промышленная,10.663,106.47,31.08.2018,30.08.2033,
,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Палтус черный,Промышленная,,10.663,nan,nan,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Палтус черный (113),Промышленная,10.663,106.47,31.08.2018,30.08.2033,
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Палтус черный (113),Промышленная,22.628,165.14,30.08.2018,29.08.2033,
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2025,Дальневосточный,Палтус черный (113),Промышленная,10.663,81.01,31.08.2018,30.08.2033,Биология/ОДУ
,"АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Палтус черный (113),Промышленная,10.663,72.412,31.08.2018,30.08.2033,Биология/ОДУ
,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,"Палтусы (белокорый, черный)",Промышленная,,10.663,nan,nan,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,3.285,2605.012,30.08.2018,29.08.2033,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,7.223,318.022,30.08.2018,29.08.2033,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,22.104,1098.516,30.08.2018,29.08.2033,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,2.285,284.194,30.08.2018,29.08.2033,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,0.6,74.966,30.08.2018,29.08.2033,
,"АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,7.223,318.022,30.08.2018,29.08.2033,
,"АО ""Р/К ""ВОСТОК-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,3.285,2637.993,30.08.2018,29.08.2033,
