Группа_Компаний,Юр_Лицо,ИНН,Год,Бассейн,Объект_Лова,Тип_Квоты,Доля_%,Объем_Тонн,Дата_Начала_Договора,Дата_Окончания_Договора,Причина_Изменения
,"ООО ""СИАМ ПЛЮС""",6500012189,2024,Дальневосточный,Трубачи (927),Промышленная,2.734,20.631,30.08.2018,29.08.2033,
,"ООО ""ЗЮЙД ПЛЮС""",6500012301,2024,Дальневосточный,Минтай,Промышленная,3.947,900.29,30.08.2018,29.08.2033,
,"ООО ""форевер-1""",6500016426,2025,Дальневосточный,Треска,Промышленная,1.283,113.066,10.06.2020,09.06.2035,
,"ООО ""КУРМИНТ""",6500019120,2025,Дальневосточный,Минтай,Промышленная,0.452,1064.897,07.09.2018,06.09.2033,
,"ООО ""МИНТАЙ ЮК""",6500020084,2025,Дальневосточный,Кальмар,Промышленная,0.474,380.464,28.08.2018,27.08.2033,
,"ООО ""МИНТАЙ ЮК""",6500020084,2025,Дальневосточный,Кальмар,Промышленная,0.179,17.896,28.08.2018,27.08.2033,
,"ООО ""МИНТАЙ ЮК""",6500020084,2025,Дальневосточный,Минтай,Промышленная,0.5,1541.422,27.08.2018,26.08.2033,
,"ООО ""МИНТАЙ ЮК""",6500020084,2025,Дальневосточный,Минтай,Промышленная,0.456,1368.01,27.08.2018,26.08.2033,
,"ООО ""МИНТАЙ ЮК""",6500020084,2025,Дальневосточный,Сельдь,Промышленная,0.033,87.322,27.08.2018,26.08.2033,
,"ООО ""ФЕНИКС-2""",6500021539,2026,Дальневосточный,Краб,Промышленная,0.452,15.91,04.09.2018,03.09.2033,
,ООО «ФЕНИКС-2»,6500021539,2026,Дальневосточный,Краб,Промышленная,,0.452,nan,nan,
,"ООО ""МСК 65""",6500025244,2026,Дальневосточный,Минтай,Промышленная,3.402,4159.111,27.08.2018,26.08.2033,
,ООО «МСК 65»,6500025244,2026,Дальневосточный,Минтай,Промышленная,,3.402,nan,nan,
,ООО«САКАНА»,6500025710,2026,Дальневосточный,Палтус белокорый,Промышленная,,0.058,nan,nan,
,"ООО""САКАНА""",6500025710,2026,Дальневосточный,Палтус белокорый (112),Промышленная,0.058,0.029,31.03.2023,30.03.2038,
,ООО«САКАНА»,6500025710,2026,Дальневосточный,Палтус черный,Промышленная,,0.058,nan,nan,
,"ООО""САКАНА""",6500025710,2026,Дальневосточный,Палтус черный (113),Промышленная,0.058,0.049,31.03.2023,30.03.2038,
,ООО«САКАНА»,6500025710,2026,Дальневосточный,"Палтусы (белокорый, черный)",Промышленная,,0.058,nan,nan,
,"ООО""САКАНА""",6500025710,2026,Дальневосточный,Треска,Промышленная,0.383,17.424,28.09.2020,27.09.2035,
,ООО«САКАНА»,6500025710,2026,Дальневосточный,Треска,Промышленная,,0.383,nan,nan,
,"ООО ""СЕВКУРМИНТ""",6500026625,2026,Дальневосточный,Минтай,Промышленная,0.035,33.065,11.06.2020,10.06.2035,
,ООО «СЕВКУРМИНТ»,6500026625,2026,Дальневосточный,Минтай,Промышленная,,0.035,nan,nan,
,"ООО ""Атика""",6501007569,2023,Дальневосточный,Минтай,Промышленная,0.639,3028.172,27.08.2018,26.08.2033,
,"ООО ""Атика""",6501007569,2023,Дальневосточный,Минтай,Промышленная,0.639,7.772,27.08.2018,26.08.2033,
,"ООО ""АТИКА""",6501007569,2023,Дальневосточный,Минтай,Промышленная,0.639,7.772,27.08.2018,26.08.2033,
,"ООО ""АТИКА""",6501007569,2024,Дальневосточный,Минтай,Промышленная,0.639,3111.593,27.08.2018,26.08.2033,
,"ООО ""АТИКА""",6501007569,2025,Дальневосточный,Минтай,Промышленная,0.639,3466.375,27.08.2018,26.08.2033,
,"ООО ""АТИКА""",6501007569,2026,Дальневосточный,Минтай,Промышленная,0.639,2685.086,27.08.2018,26.08.2033,Биология/ОДУ
,ООО «АТИКА»,6501007569,2026,Дальневосточный,Минтай,Промышленная,,0.639,nan,nan,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Кальмар,Промышленная,0.273,226.595,28.08.2018,27.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Кальмар,Промышленная,0.273,226.595,28.08.2018,27.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2024,Дальневосточный,Кальмар,Промышленная,0.273,225.442,28.08.2018,27.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2025,Дальневосточный,Кальмар,Промышленная,0.273,219.127,28.08.2018,27.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2026,Дальневосточный,Кальмар,Промышленная,0.273,214.941,28.08.2018,27.08.2033,
ГК Гидрострой,ЗАО «ПИЛЕНГА»,6501012632,2026,Дальневосточный,Кальмар,Промышленная,,0.273,nan,nan,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Минтай,Промышленная,0.343,343.748,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Минтай,Промышленная,1.549,7340.592,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Минтай,Промышленная,1.485,4348.239,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Минтай,Промышленная,0.818,1831.33,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Минтай,Промышленная,1.549,18.839,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Минтай,Промышленная,0.315,193.065,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Минтай,Промышленная,1.549,18.839,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2024,Дальневосточный,Минтай,Промышленная,0.343,400.088,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2024,Дальневосточный,Минтай,Промышленная,1.549,8403.082,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2025,Дальневосточный,Минтай,Промышленная,0.343,450.808,27.08.2018,26.08.2033,Регулятор/Инвестквоты
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2025,Дальневосточный,Минтай,Промышленная,1.549,9123.496,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2026,Дальневосточный,Минтай,Промышленная,0.343,470.591,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2026,Дальневосточный,Минтай,Промышленная,1.549,6888.479,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,ЗАО «ПИЛЕНГА»,6501012632,2026,Дальневосточный,Минтай,Промышленная,,0.343,nan,nan,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Сельдь,Промышленная,1.988,703.25,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2024,Дальневосточный,Сельдь,Промышленная,1.988,957.354,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2025,Дальневосточный,Сельдь,Промышленная,1.988,957.298,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2026,Дальневосточный,Сельдь,Промышленная,1.988,1839.031,27.08.2018,26.08.2033,
ГК Гидрострой,ЗАО «ПИЛЕНГА»,6501012632,2026,Дальневосточный,Сельдь,Промышленная,,1.988,nan,nan,Регулятор/Инвестквоты
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Треска,Промышленная,0.417,330.682,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2023,Дальневосточный,Треска,Промышленная,0.417,334.869,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2024,Дальневосточный,Треска,Промышленная,0.417,224.954,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2025,Дальневосточный,Треска,Промышленная,0.417,189.896,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ПИЛЕНГА""",6501012632,2026,Дальневосточный,Треска,Промышленная,0.417,189.963,27.08.2018,26.08.2033,
ГК Гидрострой,ЗАО «ПИЛЕНГА»,6501012632,2026,Дальневосточный,Треска,Промышленная,,0.417,nan,nan,Биология/ОДУ
,"ООО ""Миккор""",6501059302,2023,Дальневосточный,Минтай,Промышленная,1.006,4767.357,27.08.2018,26.08.2033,
,"ООО ""Миккор""",6501059302,2023,Дальневосточный,Минтай,Промышленная,0.049,30.032,27.08.2018,26.08.2033,
,"ООО ""Миккор""",6501059302,2023,Дальневосточный,Минтай,Промышленная,1.006,12.235,27.08.2018,26.08.2033,
,"ООО ""Миккор""",6501059302,2023,Дальневосточный,Минтай,Промышленная,0.049,30.032,27.08.2018,26.08.2033,
,"ООО ""МИККОР""",6501059302,2023,Дальневосточный,Минтай,Промышленная,1.006,12.235,27.08.2018,26.08.2033,
,"ООО ""МИККОР""",6501059302,2024,Дальневосточный,Минтай,Промышленная,1.006,5457.392,27.08.2018,26.08.2033,
,"ООО ""МИККОР""",6501059302,2024,Дальневосточный,Минтай,Промышленная,0.049,38.69,27.08.2018,26.08.2033,Биология/ОДУ
,"ООО ""МИККОР""",6501059302,2025,Дальневосточный,Минтай,Промышленная,1.006,5925.266,27.08.2018,26.08.2033,
,"ООО ""МИККОР""",6501059302,2025,Дальневосточный,Минтай,Промышленная,0.049,39.915,27.08.2018,26.08.2033,Регулятор/Инвестквоты
,"ООО ""МИККОР""",6501059302,2026,Дальневосточный,Минтай,Промышленная,1.006,4473.731,27.08.2018,26.08.2033,Биология/ОДУ
,"ООО ""МИККОР""",6501059302,2026,Дальневосточный,Минтай,Промышленная,0.049,46.292,27.08.2018,26.08.2033,Биология/ОДУ
,ООО «МИККОР»,6501059302,2026,Дальневосточный,Минтай,Промышленная,,1.006,nan,nan,Биология/ОДУ
,"ООО ""Миккор""",6501059302,2023,Дальневосточный,Треска,Промышленная,0.144,114.192,27.08.2018,26.08.2033,
,"ООО ""МИККОР""",6501059302,2023,Дальневосточный,Треска,Промышленная,0.144,115.638,27.08.2018,26.08.2033,
,"ООО ""МИККОР""",6501059302,2024,Дальневосточный,Треска,Промышленная,0.144,77.683,27.08.2018,26.08.2033,Биология/ОДУ
,"ООО ""МИККОР""",6501059302,2025,Дальневосточный,Треска,Промышленная,0.144,65.576,27.08.2018,26.08.2033,Биология/ОДУ
,"ООО ""МИККОР""",6501059302,2026,Дальневосточный,Треска,Промышленная,0.144,65.599,27.08.2018,26.08.2033,
,ООО «МИККОР»,6501059302,2026,Дальневосточный,Треска,Промышленная,,0.144,nan,nan,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2025,Дальневосточный,Кальмар,Промышленная,0.474,380.464,28.08.2018,27.08.2033,
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2025,Дальневосточный,Кальмар,Промышленная,0.179,17.9,28.08.2018,27.08.2033,
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2026,Дальневосточный,Кальмар,Промышленная,0.474,373.194,28.08.2018,27.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2026,Дальневосточный,Кальмар,Промышленная,0.179,17.896,28.08.2018,27.08.2033,Биология/ОДУ
ГК Гидрострой,ЗАО «ОСТРОВ САХАЛИН»,6501074974,2026,Дальневосточный,Кальмар,Промышленная,,0.474,nan,nan,Биология/ОДУ
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2023,Дальневосточный,Минтай,Промышленная,3.753,3761.181,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2023,Дальневосточный,Минтай,Промышленная,1.955,9264.595,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2023,Дальневосточный,Минтай,Промышленная,2.085,6105.103,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2023,Дальневосточный,Минтай,Промышленная,1.795,4018.628,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2023,Дальневосточный,Минтай,Промышленная,1.955,23.777,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2023,Дальневосточный,Минтай,Промышленная,1.008,617.809,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2023,Дальневосточный,Минтай,Промышленная,1.955,23.777,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2024,Дальневосточный,Минтай,Промышленная,3.753,4377.632,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2024,Дальневосточный,Минтай,Промышленная,1.955,10605.569,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2025,Дальневосточный,Минтай,Промышленная,3.753,4932.59,27.08.2018,26.08.2033,Регулятор/Инвестквоты
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2025,Дальневосточный,Минтай,Промышленная,1.955,11514.807,27.08.2018,26.08.2033,Регулятор/Инвестквоты
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2026,Дальневосточный,Минтай,Промышленная,3.753,5149.066,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2026,Дальневосточный,Минтай,Промышленная,1.955,8693.98,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,ЗАО «ОСТРОВ САХАЛИН»,6501074974,2026,Дальневосточный,Минтай,Промышленная,,3.753,nan,nan,Биология/ОДУ
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2023,Дальневосточный,Сельдь,Промышленная,7.361,2603.934,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2024,Дальневосточный,Сельдь,Промышленная,7.361,3544.814,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2025,Дальневосточный,Сельдь,Промышленная,7.361,3544.607,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2026,Дальневосточный,Сельдь,Промышленная,2.926,1391.203,29.08.2018,28.08.2033,Регулятор/Инвестквоты
ГК Гидрострой,ЗАО «ОСТРОВ САХАЛИН»,6501074974,2026,Дальневосточный,Сельдь,Промышленная,,2.926,nan,nan,Регулятор/Инвестквоты
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2023,Дальневосточный,Треска,Промышленная,0.443,351.3,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2023,Дальневосточный,Треска,Промышленная,0.443,355.748,27.08.2018,26.08.2033,
ГК Гидрострой,"ЗАО ""Остров Сахалин""",6501074974,2024,Дальневосточный,Треска,Промышленная,0.443,238.98,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2025,Дальневосточный,Треска,Промышленная,0.443,201.734,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ЗАО ""ОСТРОВ САХАЛИН""",6501074974,2026,Дальневосточный,Треска,Промышленная,0.443,201.808,27.08.2018,26.08.2033,
ГК Гидрострой,ЗАО «ОСТРОВ САХАЛИН»,6501074974,2026,Дальневосточный,Треска,Промышленная,,0.443,nan,nan,Биология/ОДУ
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Кальмар,Промышленная,0.533,442.401,28.08.2018,27.08.2033,
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Кальмар,Промышленная,0.659,65.875,06.09.2018,05.09.2033,
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2023,Дальневосточный,Кальмар,Промышленная,0.533,442.401,28.08.2018,27.08.2033,
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2023,Дальневосточный,Кальмар,Промышленная,0.659,65.895,06.09.2018,05.09.2033,
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2024,Дальневосточный,Кальмар,Промышленная,0.659,65.877,06.09.2018,05.09.2033,Биология/ОДУ
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2024,Дальневосточный,Кальмар,Промышленная,0.533,440.149,28.08.2018,27.08.2033,Биология/ОДУ
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2025,Дальневосточный,Кальмар,Промышленная,0.533,427.821,28.08.2018,27.08.2033,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2025,Дальневосточный,Кальмар,Промышленная,0.659,65.885,06.09.2018,05.09.2033,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2026,Дальневосточный,Кальмар,Промышленная,0.533,419.646,28.08.2018,27.08.2033,Биология/ОДУ
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2026,Дальневосточный,Кальмар,Промышленная,0.659,65.887,06.09.2018,05.09.2033,Биология/ОДУ
ГК Гидрострой,ООО «ПО САХАЛИНРЫБАКСОЮЗ»,6501078432,2026,Дальневосточный,Кальмар,Промышленная,,0.533,nan,nan,Биология/ОДУ
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Минтай,Промышленная,17.89,17928.998,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Минтай,Промышленная,1.572,7449.588,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Минтай,Промышленная,1.579,4623.481,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Минтай,Промышленная,1.442,3228.335,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Минтай,Промышленная,1.572,19.119,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Минтай,Промышленная,0.221,135.452,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2023,Дальневосточный,Минтай,Промышленная,1.572,19.119,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2024,Дальневосточный,Минтай,Промышленная,17.89,20867.529,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2024,Дальневосточный,Минтай,Промышленная,1.572,8527.854,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2025,Дальневосточный,Минтай,Промышленная,17.89,23512.93,27.08.2018,26.08.2033,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2025,Дальневосточный,Минтай,Промышленная,1.572,9258.964,27.08.2018,26.08.2033,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2026,Дальневосточный,Минтай,Промышленная,17.89,24544.839,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ООО ""по САХАЛИНРЫБАКСОЮЗ""",6501078432,2026,Дальневосточный,Минтай,Промышленная,1.572,6990.761,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,ООО «ПО САХАЛИНРЫБАКСОЮЗ»,6501078432,2026,Дальневосточный,Минтай,Промышленная,,17.89,nan,nan,Биология/ОДУ
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Сельдь,Промышленная,0.067,179.133,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2024,Дальневосточный,Сельдь,Промышленная,0.067,188.847,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2025,Дальневосточный,Сельдь,Промышленная,0.067,177.289,27.08.2018,26.08.2033,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""по САХАЛИНРЫБАКСОЮЗ""",6501078432,2026,Дальневосточный,Сельдь,Промышленная,0.067,214.328,27.08.2018,26.08.2033,
ГК Гидрострой,ООО «ПО САХАЛИНРЫБАКСОЮЗ»,6501078432,2026,Дальневосточный,Сельдь,Промышленная,,0.067,nan,nan,Регулятор/Инвестквоты
ГК Гидрострой,"ООО ""ПО Сахалинрыбаксоюз""",6501078432,2023,Дальневосточный,Треска,Промышленная,1.667,1321.934,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2023,Дальневосточный,Треска,Промышленная,1.667,1338.671,27.08.2018,26.08.2033,
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2024,Дальневосточный,Треска,Промышленная,1.667,899.278,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ООО ""ПО САХАЛИНРЫБАКСОЮЗ""",6501078432,2025,Дальневосточный,Треска,Промышленная,1.667,759.125,27.08.2018,26.08.2033,Биология/ОДУ
ГК Гидрострой,"ООО ""по САХАЛИНРЫБАКСОЮЗ""",6501078432,2026,Дальневосточный,Треска,Промышленная,1.667,759.4,27.08.2018,26.08.2033,
ГК Гидрострой,ООО «ПО САХАЛИНРЫБАКСОЮЗ»,6501078432,2026,Дальневосточный,Треска,Промышленная,,1.667,nan,nan,Биология/ОДУ
,"ООО Сахалинская рыболовная компания ""Триера""",6501094508,2023,Дальневосточный,Палтус белокорый,Промышленная,1.159,0.457,29.08.2018,28.08.2033,
,ООО «ТРИЕРА»,6501094508,2026,Дальневосточный,Палтус белокорый,Промышленная,,3.657,nan,nan,
,"ООО ""ТРИЕРА""",6501094508,2024,Дальневосточный,Палтус белокорый (112),Промышленная,1.159,0.342,29.08.2018,28.08.2033,
,"ООО ""ТРИЕРА""",6501094508,2025,Дальневосточный,Палтус белокорый (112),Промышленная,3.657,1.09,29.08.2018,28.08.2033,
,"ООО ""ТРИЕРА""",6501094508,2026,Дальневосточный,Палтус белокорый (112),Промышленная,3.657,1.08,29.08.2018,28.08.2033,
,"ООО Сахалинская рыболовная компания ""Триера""",6501094508,2023,Дальневосточный,Палтус черный,Промышленная,1.159,7.003,29.08.2018,28.08.2033,
,ООО «ТРИЕРА»,6501094508,2026,Дальневосточный,Палтус черный,Промышленная,,3.657,nan,nan,
,"ООО ""ТРИЕРА""",6501094508,2024,Дальневосточный,Палтус черный (113),Промышленная,1.159,3.215,29.08.2018,28.08.2033,
,"ООО ""ТРИЕРА""",6501094508,2025,Дальневосточный,Палтус черный (113),Промышленная,3.657,13.897,29.08.2018,28.08.2033,
,"ООО ""ТРИЕРА""",6501094508,2026,Дальневосточный,Палтус черный (113),Промышленная,3.657,14.486,29.08.2018,28.08.2033,
,ООО «ТРИЕРА»,6501094508,2026,Дальневосточный,"Палтусы (белокорый, черный)",Промышленная,,3.657,nan,nan,
,"ООО Сахалинская рыболовная компания ""Триера""",6501094508,2023,Дальневосточный,Шипощек,Промышленная,100.0,155.3,30.08.2018,29.08.2033,
,ООО «ТРИЕРА»,6501094508,2026,Дальневосточный,Шипощек,Промышленная,,100.0,nan,nan,
,"ООО ""ТРИЕРА""",6501094508,2024,Дальневосточный,Шипощек (880),Промышленная,100.0,159.9,30.08.2018,29.08.2033,
,"ООО ""ТРИЕРА""",6501094508,2025,Дальневосточный,Шипощек (880),Промышленная,100.0,135.5,30.08.2018,29.08.2033,Биология/ОДУ
,"ООО ""ТРИЕРА""",6501094508,2026,Дальневосточный,Шипощек (880),Промышленная,100.0,133.5,30.08.2018,29.08.2033,
,"ООО ""Грань""",6501142705,2023,Дальневосточный,Палтус белокорый,Промышленная,3.657,1.442,29.08.2018,28.08.2033,
,"ООО ""ГРАНЬ""",6501142705,2024,Дальневосточный,Палтус белокорый (112),Промышленная,3.657,1.08,29.08.2018,28.08.2033,
,"ООО ""Грань""",6501142705,2023,Дальневосточный,Палтус черный,Промышленная,3.657,22.097,29.08.2018,28.08.2033,
,"ООО ""ГРАНЬ""",6501142705,2024,Дальневосточный,Палтус черный (113),Промышленная,3.657,10.143,29.08.2018,28.08.2033,
,"ООО ""Альбатрос Ко.""",6501189171,2023,Дальневосточный,Камбалы дальневосточные,Промышленная,0.112,2.742,28.08.2018,27.08.2033,
,ООО «АЛЬБАТРОС КО.»,6501189171,2026,Дальневосточный,Камбалы дальневосточные,Промышленная,,0.112,nan,nan,
,"ООО ""АЛЬБАТРОС КО.""",6501189171,2024,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.112,2.456,28.08.2018,27.08.2033,
,"ООО ""АЛЬБАТРОС КО.""",6501189171,2025,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.112,2.455,28.08.2018,27.08.2033,
,"ООО ""АЛЬБАТРОС КО.""",6501189171,2026,Дальневосточный,Камбалы дальневосточные (451),Промышленная,0.112,5.782,28.08.2018,27.08.2033,
,"ООО ""Альбатрос Ко.""",6501189171,2023,Дальневосточный,Палтус белокорый,Промышленная,12.475,4.918,29.08.2018,28.08.2033,
,ООО «АЛЬБАТРОС КО.»,6501189171,2026,Дальневосточный,Палтус белокорый,Промышленная,,12.475,nan,nan,
,"ООО ""Альбатрос Ко.""",6501189171,2023,Дальневосточный,Палтус белокорый (112),Промышленная,0.67,0.735,29.08.2018,28.08.2033,
,"ООО ""АЛЬБАТРОС КО.""",6501189171,2024,Дальневосточный,Палтус белокорый (112),Промышленная,12.475,3.682,29.08.2018,28.08.2033,
,"ООО ""АЛЬБАТРОС КО.""",6501189171,2025,Дальневосточный,Палтус белокорый (112),Промышленная,12.475,3.718,29.08.2018,28.08.2033,
,"ООО ""АЛЬБАТРОС КО.""",6501189171,2026,Дальневосточный,Палтус белокорый (112),Промышленная,12.475,3.682,29.08.2018,28.08.2033,
,"ООО ""Альбатрос Ко.""",6501189171,2023,Дальневосточный,Палтус черный,Промышленная,12.475,75.38,29.08.2018,28.08.2033,
