haul_id,start_time,end_time,date_local,duration_hours,points,mean_speed,mean_depth,min_depth,max_depth,distance_nm,lat_start,lon_start,lat_end,lon_end
59,2026-01-16 21:06:10+00:00,2026-01-16 22:46:28+00:00,2026-01-16,1.6716666666666666,5,2.9800000190734863,-294.0,-301,-291,5.153433671517059,54.40239833333333,154.11441666666667,54.317465,154.11906666666667
60,2026-01-16 23:58:28+00:00,2026-01-17 00:44:29+00:00,2026-01-16,0.7669444444444444,4,2.775000035762787,-293.75,-306,-276,1.8900270077527324,54.25165,154.14146666666667,54.22246666666667,154.1606
61,2026-01-17 21:02:53+00:00,2026-01-18 01:29:23+00:00,2026-01-17,4.441666666666666,13,4.0538461941939135,-396.38461538461536,-491,-346,16.70155266548252,55.472683333333336,148.99196666666666,55.423966666666665,148.93976666666666
62,2026-01-18 03:10:08+00:00,2026-01-18 08:11:54+00:00,2026-01-18,5.029444444444445,12,3.524999996026357,-370.5833333333333,-426,-348,18.327325100881705,55.47215,148.99581666666666,55.57358333333333,148.54925
63,2026-01-18 09:07:07+00:00,2026-01-18 11:20:29+00:00,2026-01-18,2.222777777777778,7,3.471428564616612,-417.42857142857144,-451,-375,8.038920553965985,55.56275,148.4423,55.54663166666667,148.6754
64,2026-01-18 13:43:48+00:00,2026-01-18 15:39:37+00:00,2026-01-18,1.9302777777777778,9,3.33333330684238,-397.8888888888889,-496,-354,6.567408556489836,55.50183333333333,148.89518333333334,55.42418333333333,148.9639
65,2026-01-18 16:15:06+00:00,2026-01-18 19:10:37+00:00,2026-01-18,2.925277777777778,10,3.7699999809265137,-355.4,-406,-338,10.74871448147948,55.4576,148.9434,55.574981666666666,148.73696666666666
66,2026-01-18 20:16:14+00:00,2026-01-18 21:46:39+00:00,2026-01-18,1.5069444444444444,7,4.0,-388.0,-413,-375,5.596066394818226,55.5563,148.58473333333333,55.5345,148.73638333333332
67,2026-01-18 22:58:28+00:00,2026-01-19 05:04:39+00:00,2026-01-18,6.103055555555556,20,3.6950000166893004,-414.95,-512,-362,20.948465211841082,55.501466666666666,148.84968333333333,55.516466666666666,148.695315
68,2026-01-19 05:41:56+00:00,2026-01-19 13:29:37+00:00,2026-01-19,7.794722222222222,24,3.7583333353201547,-384.0833333333333,-398,-370,25.89599395107289,55.53263333333334,148.59166666666667,55.53061666666667,148.63031666666666
69,2026-01-19 16:01:58+00:00,2026-01-19 18:47:17+00:00,2026-01-19,2.7552777777777777,7,4.0428571701049805,-363.85714285714283,-394,-338,10.82966407603928,55.592,148.31215,55.60873333333333,147.99829833333334
70,2026-01-19 19:51:54+00:00,2026-01-19 21:14:27+00:00,2026-01-19,1.3758333333333332,3,3.633333365122477,-299.6666666666667,-312,-291,4.3172496305854455,55.60881666666667,147.8787,55.60429833333333,147.75363333333334
71,2026-01-19 22:23:35+00:00,2026-01-20 06:40:13+00:00,2026-01-19,8.277222222222223,26,2.7153846392264733,-349.03846153846155,-410,-303,21.256057633125828,55.54541666666667,147.61641666666668,55.83645,147.83978333333334
72,2026-01-20 07:12:50+00:00,2026-01-20 08:25:08+00:00,2026-01-20,1.2049999999999998,4,4.150000035762787,-270.75,-294,-255,4.6077880139298015,55.86885,147.83063333333334,55.94526666666667,147.81855
73,2026-01-20 10:07:37+00:00,2026-01-20 13:57:16+00:00,2026-01-20,3.8275,14,3.9357143129621233,-437.14285714285717,-507,-401,13.688957366426159,55.82481666666666,147.70318333333333,55.827616666666664,147.56836666666666
74,2026-01-20 14:35:58+00:00,2026-01-20 17:55:55+00:00,2026-01-20,3.3325,11,3.77272722937844,-463.1818181818182,-510,-425,11.569624769912455,55.80768166666667,147.56765,55.81256666666667,147.69121666666666
75,2026-01-20 23:46:58+00:00,2026-01-21 03:28:27+00:00,2026-01-20,3.6913888888888886,13,3.4923076813037577,-439.38461538461536,-494,-399,12.24862352218576,55.7637,147.4516,55.755966666666666,147.588765
76,2026-01-21 06:04:57+00:00,2026-01-21 08:12:27+00:00,2026-01-21,2.125,7,4.071428571428571,-441.0,-480,-406,8.21060495018245,55.73793333333333,147.47248333333334,55.74,147.61933333333334
77,2026-01-21 09:20:46+00:00,2026-01-21 19:12:00+00:00,2026-01-21,9.85388888888889,24,3.5708333253860474,-319.3333333333333,-474,-228,34.63470696057735,55.741,147.495315,55.7257,147.28623333333334
78,2026-01-22 01:00:18+00:00,2026-01-22 03:54:36+00:00,2026-01-22,2.9050000000000002,11,3.39999998699535,-258.90909090909093,-296,-235,9.284095714940905,55.606865,147.11968333333334,55.662815,147.23185
79,2026-01-24 02:27:50+00:00,2026-01-24 06:09:32+00:00,2026-01-24,3.695,15,4.079999987284342,-118.46666666666667,-120,-118,15.242888582765252,58.636466666666664,147.48795,58.71313333333333,147.90451666666667
80,2026-01-24 23:52:28+00:00,2026-01-25 04:58:07+00:00,2026-01-24,5.094166666666666,23,3.69999999585359,-122.78260869565217,-129,-118,18.875662080690965,58.394083333333334,147.65188333333333,58.60763333333333,147.44448333333332
81,2026-01-25 09:30:16+00:00,2026-01-25 10:23:48+00:00,2026-01-25,0.8922222222222221,4,2.449999988079071,-124.25,-125,-124,2.3763749030719974,58.520833333333336,147.29153333333332,58.53391666666667,147.22131666666667
82,2026-01-25 12:05:46+00:00,2026-01-25 13:29:39+00:00,2026-01-25,1.3980555555555556,6,2.700000007947286,-128.66666666666666,-129,-128,3.155436851961896,58.53505,147.1256,58.5412,147.03138333333334
83,2026-01-25 15:21:47+00:00,2026-01-25 19:12:41+00:00,2026-01-25,3.8483333333333336,13,4.269230769230769,-128.46153846153845,-132,-121,15.610829605811086,58.5007,146.73926666666668,58.68568166666667,147.066875
84,2026-01-26 02:19:18+00:00,2026-01-26 03:34:28+00:00,2026-01-26,1.2527777777777778,5,5.240000057220459,-108.8,-109,-108,6.708295068938591,58.95635,147.20928333333333,58.956466666666664,147.42591666666667
85,2026-01-26 09:45:39+00:00,2026-01-26 11:33:08+00:00,2026-01-26,1.791388888888889,10,4.009999990463257,-74.9,-81,-67,7.086490526802524,59.18321666666667,146.68376666666666,59.29323333333333,146.60565
86,2026-01-26 12:34:13+00:00,2026-01-26 13:35:05+00:00,2026-01-26,1.0144444444444445,5,4.520000028610229,-65.0,-68,-61,3.882964088139673,59.312083333333334,146.63365,59.33385,146.60416666666666
87,2026-01-27 14:54:59+00:00,2026-01-27 20:53:47+00:00,2026-01-27,5.98,20,3.834999978542328,-263.25,-298,-235,20.830294944727743,55.65515,146.93575,55.56633333333333,146.87743333333333
88,2026-01-27 22:30:28+00:00,2026-01-28 06:37:26+00:00,2026-01-27,8.116111111111111,30,3.899999992052714,-274.8666666666667,-317,-237,28.790908758927326,55.58835,146.913,55.56798333333333,146.93221666666668
89,2026-01-28 07:40:45+00:00,2026-01-28 14:33:01+00:00,2026-01-28,6.8711111111111105,27,3.425925925925926,-273.22222222222223,-304,-240,22.891038253481955,55.53115,147.00496666666666,55.5961,146.98283333333333
90,2026-01-28 15:45:19+00:00,2026-01-28 19:09:56+00:00,2026-01-28,3.410277777777778,10,3.730000042915344,-283.7,-358,-242,10.701293605572133,55.54083333333333,146.84848333333332,55.57331666666666,147.05813333333333
91,2026-01-28 23:14:07+00:00,2026-01-29 02:23:56+00:00,2026-01-28,3.163611111111111,13,3.3076923260321984,-261.2307692307692,-278,-238,10.777940627711901,55.56891666666667,146.95435,55.54963333333333,146.9145
92,2026-01-29 03:12:57+00:00,2026-01-29 13:28:41+00:00,2026-01-29,10.262222222222222,35,3.514285693849836,-253.62857142857143,-398,-206,35.03577092350209,55.534915,146.80911666666665,55.61519833333333,147.0228
93,2026-01-29 14:36:50+00:00,2026-01-29 17:40:46+00:00,2026-01-29,3.0655555555555556,6,3.033333341280619,-348.0,-431,-238,10.017167814672007,55.56721666666667,146.92685,55.49053166666667,146.6757
94,2026-01-29 18:30:27+00:00,2026-01-29 20:13:30+00:00,2026-01-29,1.7175,5,4.0,-299.4,-399,-238,6.689402791645435,55.530265,146.80138333333332,55.575131666666664,146.97981666666666
95,2026-01-29 23:57:47+00:00,2026-01-30 01:29:37+00:00,2026-01-29,1.5305555555555554,6,3.5000000397364297,-281.0,-381,-237,5.485762466886224,55.5785,146.98061666666666,55.52975,146.84991666666667
96,2026-01-30 05:59:00+00:00,2026-01-30 06:46:07+00:00,2026-01-30,0.7852777777777777,4,2.975000023841858,-445.25,-498,-390,2.0601816113003606,55.501866666666665,146.78568333333334,55.525798333333334,146.75661666666667
97,2026-01-30 12:10:40+00:00,2026-01-30 16:43:27+00:00,2026-01-30,4.546388888888889,17,4.258823535021613,-368.5882352941176,-493,-261,18.560331630748518,55.65795,146.9216166666667,55.417883333333336,146.7328
98,2026-01-30 21:03:17+00:00,2026-01-31 04:16:05+00:00,2026-01-30,7.213333333333334,31,4.48387094466917,-415.0967741935484,-587,-205,31.992247455411228,55.74626666666666,147.02471666666668,56.271766666666664,147.15556666666666
99,2026-01-31 09:04:11+00:00,2026-01-31 20:28:18+00:00,2026-01-31,11.401944444444444,34,3.688235310947194,-205.58823529411765,-231,-163,39.68346672612747,56.732483333333334,147.2747,57.3586,147.56465
100,2026-02-01 19:14:27+00:00,2026-02-01 22:22:41+00:00,2026-02-01,3.137222222222222,12,3.6083333492279053,-343.5833333333333,-514,-213,10.743775295904697,55.854216666666666,147.05621666666667,55.73988333333333,146.88413333333332
101,2026-02-02 00:38:49+00:00,2026-02-02 03:57:43+00:00,2026-02-02,3.315,7,3.6857143129621233,-435.42857142857144,-464,-359,12.399106211849453,55.7265,147.12951666666666,55.73108166666667,147.49528333333333
102,2026-02-02 05:53:37+00:00,2026-02-02 11:30:07+00:00,2026-02-02,5.608333333333333,15,3.70666667620341,-295.4,-445,-213,19.90075495232247,55.72813333333333,147.33026666666666,55.712066666666665,147.16726666666668
103,2026-02-02 12:32:55+00:00,2026-02-02 14:33:08+00:00,2026-02-02,2.0036111111111112,5,3.240000009536743,-355.0,-417,-279,3.999910665353145,55.7319,147.2139,55.69446666666666,147.12778333333333
104,2026-02-02 22:46:28+00:00,2026-02-03 00:39:26+00:00,2026-02-02,1.8827777777777779,10,3.9799999713897707,-239.3,-264,-213,7.217079371908146,55.5607,147.0468,55.6569,147.06125
105,2026-02-03 01:42:21+00:00,2026-02-03 03:19:28+00:00,2026-02-03,1.618611111111111,5,4.039999961853027,-252.8,-288,-230,5.909816622206048,55.684983333333335,147.16105,55.617533333333334,147.03733333333332
106,2026-02-03 08:31:28+00:00,2026-02-03 09:51:18+00:00,2026-02-03,1.3305555555555555,5,3.5000000476837156,-415.6,-449,-363,4.373902104757662,55.72658166666667,147.20033333333333,55.70746666666667,147.18338333333332
107,2026-02-03 12:16:46+00:00,2026-02-03 16:05:52+00:00,2026-02-03,3.8183333333333334,11,3.881818164478649,-256.8181818181818,-345,-226,13.076085875494243,55.58978333333334,146.98021666666668,55.637631666666664,147.06021666666666
108,2026-02-03 17:23:08+00:00,2026-02-03 18:26:06+00:00,2026-02-03,1.0494444444444444,5,4.3,-303.8,-350,-273,3.6023749961848033,55.683733333333336,147.1539,55.666916666666665,147.1627
109,2026-02-03 19:42:55+00:00,2026-02-03 20:30:01+00:00,2026-02-03,0.785,3,3.4333333174387612,-259.3333333333333,-264,-250,2.724910542100778,55.59818333333333,147.0984,55.562331666666665,147.05415
