country_code,shipyard_id,shipyard_url,name,address,website,phone,email,lat,lon
CN,248972,https://www.trusteddocks.com/shipyards/248972-shandong-xinneng-shipbuilding-co-ltd,"Shandong Xinneng Shipbuilding Co., Ltd",Shandong Province Zoucheng Taiping Town Guozhuang Village 800 meters south,,,,35.261989,116.806347
CN,5385,https://www.trusteddocks.com/shipyards/5385-taizhou-haibin-shipbuilding-coltd,"TAIZHOU HAIBIN SHIPBUILDING CO.,LTD","Gaowan Industrial Development Zone, Jiantiao Town, Sanmen County",,,,29.04493871623833,121.64141706419286
CN,5388,https://www.trusteddocks.com/shipyards/5388-taizhou-maple-leaf-shipbuilding-ltd,"TAIZHOU MAPLE LEAF SHIPBUILDING, LTD","Guan’ao Village, Yongquan Town, Linhai City ( 317021)",,,,28.7840719547485,121.24719735152098
CN,5393,https://www.trusteddocks.com/shipyards/5393-tianjin-shipyard,TIANJIN SHIPYARD,"No 27 Daguwu Road,Tanggu district, 300452 Tianjin, CHINA",,,,38.981431433051426,117.67725595868194
CN,116820,https://www.trusteddocks.com/shipyards/116820-taixing-ganghua-ship-industry-co-ltd,Taixing Ganghua Ship Industry Co. Ltd.,"Hongqiao Industrial Zone (North), Qiyu Town, Taixing 225453",,,,31.99465917113639,120.00908111667984
CN,5398,https://www.trusteddocks.com/shipyards/5398-universe-shipbuilding-(yangzhou)-co-ltd,"UNIVERSE SHIPBUILDING (YANGZHOU) CO., LTD","NO.128 Yanjiang Western Road; ShiEr Wei Town;Yizheng City, 211402 Yangzhou,",,,,32.236855076296834,119.22812840537128
CN,5747,https://www.trusteddocks.com/shipyards/5747-wang-tak-engineering-&amp;-shipbuilding-co-ltd,WANG TAK ENGINEERING &amp; SHIPBUILDING CO LTD,"85 Hing Wah Street West, Hong Tak Building, Exploration, Kowloon, Hong Kong",,,,22.32829084432168,114.14353205248028
CN,5402,https://www.trusteddocks.com/shipyards/5402-wison-(nangtong)-heavy-industries---qidong-yard-,Wison (Nangtong) Heavy Industries - Qidong Yard,"No. 18, Weihai Avenue, Lusi Port Economic Development Zone, Qidong",,,,31.85972471424569,120.93767369402792
CN,5417,https://www.trusteddocks.com/shipyards/5417-yangzhou-guoyu-shipbuilding,YANGZHOU GUOYU SHIPBUILDING,"No. 1 Guoyu Avenue, Yizheng Economic Development Zone, 211404",,,,32.243915560245085,119.30477174319348
CN,5426,https://www.trusteddocks.com/shipyards/5426-yiu-lian-dockyards-(shekou)-ltd,YIU LIAN DOCKYARDS (SHEKOU) LTD,"No.1045, Mawan Avenue, Qianhai, Nanshan District,Shenzhen, Guangdong, P.R.China. Wharf,Mawan Avenue North,Qianhai.Nanshan District, Shenzhen, China",,,,22.5009,113.8418
CN,5749,https://www.trusteddocks.com/shipyards/5749-yiu-lian-shipyard-co-ltd-(hongkong)-,YIU LIAN SHIPYARD CO LTD (HONGKONG),"1-7 Sai Tso Wan Road No. 1-7 Sai Tso Wan Road, Tsing Yi, N T. Hong Kong, Hong Kong, HONG KONG",,,,22.337850304628127,114.09198749593448
CN,5437,https://www.trusteddocks.com/shipyards/5437-yiu-lian-dockyards-(zhoushan)--zhejiang-dongbang-shipbuilding-&amp;-repair-co-ltd,"Yiu Lian Dockyards (Zhoushan)- Zhejiang Dongbang Shipbuilding &amp; Repair Co., Ltd","Chaotoumen,Qushan,Daishan,",,,,30.476,122.2849
CN,117069,https://www.trusteddocks.com/shipyards/117069-yiyang-zhonghai-shipyard-co-ltd-,Yiyang Zhonghai Shipyard Co Ltd,"No. 128, Zhixi Road, Yiyang City, Hunan Province Yiyang City,413000",,,,28.592327688923213,112.30742401745509
CN,5441,https://www.trusteddocks.com/shipyards/5441-zhejiang-hexing-shipyard-(wenling)--,ZHEJIANG HEXING SHIPYARD (WENLING),"Songmen Town,Wenling City,Zhejiang, 317511 Taizhou",,,,28.35519882443968,121.62239849136614
CN,5443,https://www.trusteddocks.com/shipyards/5443-zhejiang-hongsheng-shipbuilding-coltd,"ZHEJIANG HONGSHENG SHIPBUILDING CO.,LTD","Yangmei Dong’ao Village, Xunqiao Town, Linhai City, Taizhou, Zhejiang Province, 317024",,,,28.798685990874734,121.21679857277468
CN,5453,https://www.trusteddocks.com/shipyards/5453-zhejiang-tenglong-shipbuilding-co-ltd-,ZHEJIANG TENGLONG SHIPBUILDING CO LTD,"Wenling City, Songmen Town,Taizhou City, 317511",,,,28.36270533023443,121.62206811611122
CN,5434,https://www.trusteddocks.com/shipyards/5434-zhoushan-changhong-international-shipyard-co-ltd,ZHOUSHAN CHANGHONG INTERNATIONAL SHIPYARD CO LTD,"No. 19, Chuangyuan Avenue, Dinghai Industrial Park, Zhoushan City, 316052,",,,,30.151640002945733,122.01892375946044
CN,5467,https://www.trusteddocks.com/shipyards/5467-zhoushan-longshan-shipyard-coltd,"ZHOUSHAN LONGSHAN SHIPYARD CO.,LTD","Sha&#39;ao Liuheng island, Putuo District,Zhejiang Province,China",,,,29.7748,122.0729
CN,7759,https://www.trusteddocks.com/shipyards/7759-zhoushan-nanyang-star-shipbuilding-co-ltd-(nasco),ZHOUSHAN NANYANG STAR SHIPBUILDING CO LTD (NASCO),"CeziIsland,Dinghai District,Zhoushan City,Zhejiang Province,China",,,,30.0871,121.9514
CN,117159,https://www.trusteddocks.com/shipyards/117159-zhoushan-ningshing-shipbuilding-,ZHOUSHAN NINGSHING SHIPBUILDING,,,,,,
CN,5468,https://www.trusteddocks.com/shipyards/5468-zhoushan-xinya-shipyard-coltd,"ZHOUSHAN XINYA SHIPYARD CO.,LTD","Donglangzui, Liuheng Town, Putuo District, Zhoushan City",,,,29.7905,122.1147
CN,7761,https://www.trusteddocks.com/shipyards/7761-zhoushan-zhongtian-heavy-industry-co-ltd,ZHOUSHAN ZHONGTIAN HEAVY INDUSTRY CO. LTD,"Changbai Island,Dinghai District,Zhoushan City,Zhejiang Province,China",,,,30.18942813171558,122.05952077726613
CN,5471,https://www.trusteddocks.com/shipyards/5471-zhuhai-jianglong-shipbuilding-co-ltd--,"ZHUHAI JIANGLONG SHIPBUILDING CO., LTD","No 8028 Zhuhai Main Road,Yacht Industry Park ,Pingsha Town, Jinwa District 519055",,,,22.268479,113.342048
CN,5431,https://www.trusteddocks.com/shipyards/5431-zhangjiagang-jiu-sheng-shipyard,Zhangjiagang Jiu Sheng Shipyard,"Zhenshan Road(W),Jingang Town,Zhangjiagang City,215633",,,,31.9615,120.3707
CN,97866,https://www.trusteddocks.com/shipyards/97866-zhoushan-huafeng-shipyard-co-ltd-,Zhoushan Huafeng Shipyard Co Ltd,"Building 1, No. 50, Tangjiaao Wujiyuan Road, Baiquan Town, Dinghai District, Zhoushan City",,,,30.114108,122.173728
CN,54565,https://www.trusteddocks.com/shipyards/54565-zhoushan-ligang-ship-repair-&amp;-building-co-ltd,"Zhoushan Ligang Ship Repair &amp; Building Co., Ltd.","Zhejiang Province, Zhoushan City, Dinghai District, Jintang Town, Ligang Shipyard Road No. 12",,,,30.054635341627648,121.84044669886107
KR,249392,https://www.trusteddocks.com/shipyards/249392-asia-shipbuilding-co-ltd,Asia Shipbuilding Co Ltd,"239, sungpo-ro, Sadeung-Myun, Geoje – City, Gyeongnam, Korea",,,,34.889503,128.62256
