vessel,start,end,dur_hours,counterparty,encounteredVesselFlag,kind,latitude,longitude
KAPITAN MASLOVETS(RUS),2016-05-07 05:40,2016-05-08 22:40,41.0,BALYUZEK,RUS,transshipment,54.0914,155.5494
KAPITAN MASLOVETS(RUS),2016-04-05 00:00,2016-04-07 15:30,63.5,ORION,RUS,transshipment,54.0528,155.4548
KAPITAN MASLOVETS(RUS),2016-04-06 11:30,2016-04-06 19:50,8.3,BALYUZEK,RUS,transshipment,54.052,155.4548
KAPITAN MASLOVETS(RUS),2016-04-05 01:20,2016-04-06 17:50,40.5,NIKOLAY CHEPIK,RUS,transshipment,54.0538,155.4555
KAPITAN MASLOVETS(RUS),2016-04-06 00:00,2016-04-06 04:10,4.2,BALYUZEK,RUS,supply_other,54.0536,155.4556
KAPITAN MASLOVETS(RUS),2016-03-27 07:20,2016-03-27 19:40,12.3,FROST OLYMPOS,RUS,transshipment,54.1363,155.431
KAPITAN MASLOVETS(RUS),2016-03-27 09:00,2016-03-27 13:10,4.2,ALEXANDR BELYAKOV,RUS,supply_other,54.1368,155.4288
KAPITAN MASLOVETS(RUS),2016-03-03 07:40,2016-03-03 23:30,15.8,ORION,RUS,transshipment,54.1373,155.46
KAPITAN MASLOVETS(RUS),2016-03-02 19:00,2016-03-03 07:20,12.3,JUPITER,RUS,transshipment,54.0942,155.4606
KAPITAN MASLOVETS(RUS),2016-02-20 09:30,2016-02-22 09:20,47.8,CRYSTAL AFRICA,RUS,transshipment,55.2991,155.2534
KAPITAN MASLOVETS(RUS),2016-02-21 10:00,2016-02-22 08:50,22.8,NIKOLAY CHEPIK,RUS,transshipment,55.285,155.1452
KAPITAN MASLOVETS(RUS),2016-02-02 00:00,2016-02-02 05:50,5.8,GLIER,RUS,supply_other,54.0604,155.3997
KAPITAN MASLOVETS(RUS),2016-01-26 20:00,2016-01-26 23:50,3.8,FROST OLYMPOS,RUS,transshipment,57.1685,146.4216
KAPITAN MASLOVETS(RUS),2016-01-26 06:10,2016-01-26 13:30,7.3,NIKOLAY CHEPIK,RUS,transshipment,57.3151,146.477
KAPITAN MASLOVETS(RUS),2016-01-25 00:20,2016-01-25 16:10,15.8,JUPITER,RUS,transshipment,57.4192,146.5202
KAPITAN MASLOVETS(RUS),2016-01-13 03:40,2016-01-13 10:30,6.8,GLIER,RUS,transshipment,55.8737,147.9506
KAPITAN MASLOVETS(RUS),2015-12-28 14:50,2015-12-29 23:10,32.3,BALYUZEK,RUS,transshipment,50.4874,157.0318
KAPITAN MASLOVETS(RUS),2015-12-28 19:30,2015-12-29 12:30,17.0,ILYA KONOVALOV,RUS,transshipment,50.5057,157.016
KAPITAN MASLOVETS(RUS),2015-12-14 20:00,2015-12-14 23:40,3.7,JUPITER,RUS,supply_other,43.8101,146.0149
KAPITAN MASLOVETS(RUS),2015-11-12 02:30,2015-11-12 14:00,11.5,BALYUZEK,RUS,transshipment,42.1832,141.7381
KAPITAN MASLOVETS(RUS),2015-10-22 01:40,2015-10-22 23:40,22.0,BALYUZEK,RUS,transshipment,38.4724,142.4266
KAPITAN MASLOVETS(RUS),2015-09-25 03:50,2015-09-25 11:50,8.0,BALYUZEK,RUS,transshipment,40.5335,142.3788
KAPITAN MASLOVETS(RUS),2015-08-24 08:30,2015-08-24 15:20,6.8,KAPITAN FALEYEV,RUS,transshipment,52.1,143.3463
NIKOLAY CHEPIK(RUS),2026-06-13 06:00,2026-06-13 13:40,7.7,TIGR 2,RUS,transshipment,47.9345,154.3292
NIKOLAY CHEPIK(RUS),2026-03-11 00:00,2026-03-11 07:20,7.3,FRIO SEVASTOPOLIS,RUS,transshipment,58.8188,157.2151
NIKOLAY CHEPIK(RUS),2026-03-09 07:10,2026-03-09 23:50,16.7,FRIO SEVASTOPOLIS,RUS,transshipment,58.3772,156.5902
NIKOLAY CHEPIK(RUS),2025-08-31 18:50,2025-08-31 21:40,2.8,ILYA KONOVALOV,RUS,supply_other,49.5054,155.9687
NIKOLAY CHEPIK(RUS),2025-07-23 04:30,2025-07-23 08:50,4.3,TIGR 2,RUS,supply_other,49.8953,156.3384
NIKOLAY CHEPIK(RUS),2025-04-07 20:10,2025-04-09 18:50,46.7,FRIO NAVARIN,RUS,transshipment,57.9568,148.7663
NIKOLAY CHEPIK(RUS),2025-04-09 00:00,2025-04-09 18:40,18.7,SEAWIND-1,RUS,transshipment,58.0496,148.6528
NIKOLAY CHEPIK(RUS),2025-04-07 20:10,2025-04-09 11:00,38.8,ALEXANDR BELYAKOV,RUS,transshipment,57.9338,148.803
NIKOLAY CHEPIK(RUS),2025-03-24 13:50,2025-03-27 10:40,68.8,FRIO MURMANSK,RUS,transshipment,56.3873,148.3297
NIKOLAY CHEPIK(RUS),2025-03-24 13:50,2025-03-26 15:00,49.2,ALEXANDR BELYAKOV,RUS,transshipment,56.2403,148.125
NIKOLAY CHEPIK(RUS),2025-03-08 19:10,2025-03-09 17:20,22.2,TIGR 2,RUS,transshipment,54.0657,155.7995
NIKOLAY CHEPIK(RUS),2025-03-07 14:20,2025-03-08 13:30,23.2,TIGR 2,RUS,transshipment,54.0687,155.7999
NIKOLAY CHEPIK(RUS),2024-09-20 00:00,2024-09-21 18:40,42.7,FRIO MURMANSK,RUS,transshipment,49.4428,154.8433
NIKOLAY CHEPIK(RUS),2024-07-13 09:10,2024-07-13 16:30,7.3,TIGR 2,RUS,transshipment,49.424,156.0585
NIKOLAY CHEPIK(RUS),2024-07-09 00:10,2024-07-11 03:40,51.5,FRIO MURMANSK,RUS,transshipment,50.5694,155.7804
NIKOLAY CHEPIK(RUS),2024-06-08 05:10,2024-06-08 07:20,2.2,FRIO MURMANSK,RUS,transshipment,49.5714,156.1212
NIKOLAY CHEPIK(RUS),2024-05-28 00:00,2024-05-28 05:00,5.0,TIGR 2,RUS,supply_other,50.5569,155.8073
NIKOLAY CHEPIK(RUS),2024-05-26 14:30,2024-05-26 23:50,9.3,TIGR 2,RUS,transshipment,50.5564,155.81
NIKOLAY CHEPIK(RUS),2024-04-10 02:10,2024-04-12 04:10,50.0,BALYUZEK,RUS,transshipment,56.9409,145.1167
NIKOLAY CHEPIK(RUS),2024-04-10 02:10,2024-04-10 13:10,11.0,SEAWIND-1,RUS,transshipment,56.781,145.2625
NIKOLAY CHEPIK(RUS),2024-03-26 09:40,2024-03-28 06:30,44.8,FROST OLYMPOS,RUS,transshipment,55.816,151.0992
NIKOLAY CHEPIK(RUS),2024-03-11 10:20,2024-03-13 08:00,45.7,FRIO MURMANSK,RUS,transshipment,54.1673,153.73
NIKOLAY CHEPIK(RUS),2024-03-12 07:10,2024-03-13 08:00,24.8,ALEXANDR BELYAKOV,RUS,transshipment,54.2195,153.8791
NIKOLAY CHEPIK(RUS),2024-02-25 20:20,2024-02-27 09:10,36.8,BALYUZEK,RUS,transshipment,54.5068,152.5178
NIKOLAY CHEPIK(RUS),2024-02-27 04:40,2024-02-27 09:00,4.3,FRIO MURMANSK,RUS,transshipment,54.4271,152.6898
NIKOLAY CHEPIK(RUS),2023-09-17 07:20,2023-09-19 05:40,46.3,FRIO MURMANSK,RUS,transshipment,50.1333,155.63
NIKOLAY CHEPIK(RUS),2023-07-28 01:40,2023-07-29 23:30,45.8,FRIO MURMANSK,RUS,transshipment,49.1559,155.5434
NIKOLAY CHEPIK(RUS),2023-07-28 03:50,2023-07-28 09:40,5.8,ILYA KONOVALOV,RUS,supply_other,49.1993,155.6094
NIKOLAY CHEPIK(RUS),2023-06-19 08:30,2023-06-20 16:00,31.5,BIKIN,RUS,transshipment,48.8317,154.0725
NIKOLAY CHEPIK(RUS),2023-04-25 08:50,2023-04-26 23:50,39.0,TIGR 2,RUS,transshipment,50.3839,156.18
NIKOLAY CHEPIK(RUS),2023-04-16 20:30,2023-04-16 23:50,3.3,PLUTONAS,RUS,supply_other,56.5164,143.892
NIKOLAY CHEPIK(RUS),2023-04-16 00:30,2023-04-16 06:10,5.7,PIOTR.ZHITNIKOV,RUS,supply_other,56.583,143.8363
NIKOLAY CHEPIK(RUS),2023-04-13 00:10,2023-04-13 05:30,5.3,TIKHMENEVO,RUS,supply_other,57.354,144.386
NIKOLAY CHEPIK(RUS),2023-04-12 12:50,2023-04-12 23:20,10.5,PIOTR.ZHITNIKOV,RUS,transshipment,57.366,144.5381
NIKOLAY CHEPIK(RUS),2022-10-08 07:30,2022-10-08 12:00,4.5,FRIO MURMANSK,RUS,transshipment,49.3065,155.9429
NIKOLAY CHEPIK(RUS),2022-09-02 14:10,2022-09-04 06:30,40.3,FRIO MURMANSK,RUS,transshipment,49.247,155.3449
NIKOLAY CHEPIK(RUS),2022-04-11 05:20,2022-04-11 16:50,11.5,BALYUZEK,RUS,transshipment,49.9491,155.7544
NIKOLAY CHEPIK(RUS),2022-04-05 08:00,2022-04-05 22:30,14.5,KAPITAN MASLOVETS,RUS,transshipment,56.1733,148.7959
NIKOLAY CHEPIK(RUS),2022-04-05 00:00,2022-04-05 03:20,3.3,ALEXANDR BELYAKOV,RUS,supply_other,56.1435,148.841
NIKOLAY CHEPIK(RUS),2022-03-17 15:00,2022-03-19 04:30,37.5,ICE CRYSTAL,RUS,transshipment,55.9773,148.806
NIKOLAY CHEPIK(RUS),2022-03-09 00:30,2022-03-09 16:20,15.8,BALYUZEK,RUS,transshipment,54.7644,154.193
NIKOLAY CHEPIK(RUS),2022-02-17 00:30,2022-02-19 17:00,64.5,FRIO MURMANSK,RUS,transshipment,54.0631,155.7693
NIKOLAY CHEPIK(RUS),2022-02-17 12:30,2022-02-18 07:00,18.5,SIERRA,RUS,transshipment,54.0629,155.7698
NIKOLAY CHEPIK(RUS),2022-01-20 19:20,2022-01-20 23:50,4.5,BIKIN,RUS,supply_other,52.6504,156.1096
NIKOLAY CHEPIK(RUS),2022-01-16 05:50,2022-01-16 09:00,3.2,BALYUZEK,RUS,supply_other,51.4196,156.1179
NIKOLAY CHEPIK(RUS),2021-10-17 14:20,2021-10-18 04:00,13.7,BALYUZEK,RUS,transshipment,62.4537,177.9696
NIKOLAY CHEPIK(RUS),2021-10-15 12:10,2021-10-16 17:20,29.2,BALYUZEK,RUS,transshipment,62.3078,178.9452
NIKOLAY CHEPIK(RUS),2021-09-14 11:20,2021-09-16 04:10,40.8,TIGR 2,RUS,transshipment,62.3413,178.8627
NIKOLAY CHEPIK(RUS),2021-09-11 13:10,2021-09-11 22:40,9.5,GLIER,RUS,transshipment,61.2631,-179.2057
NIKOLAY CHEPIK(RUS),2021-08-23 02:40,2021-08-25 04:20,49.7,BALYUZEK,RUS,transshipment,62.2381,177.8901
NIKOLAY CHEPIK(RUS),2021-08-01 12:10,2021-08-02 09:00,20.8,ILYA KONOVALOV,RUS,transshipment,62.2588,177.9415
NIKOLAY CHEPIK(RUS),2021-07-31 09:00,2021-07-31 19:20,10.3,GLIER,RUS,transshipment,61.9719,177.5228
NIKOLAY CHEPIK(RUS),2021-07-17 08:10,2021-07-17 20:00,11.8,TIGR 2,RUS,transshipment,61.5518,-179.0982
NIKOLAY CHEPIK(RUS),2021-07-10 06:40,2021-07-11 11:30,28.8,KAPITAN FALEYEV,RUS,transshipment,62.1671,178.3012
NIKOLAY CHEPIK(RUS),2021-07-09 00:30,2021-07-11 11:00,58.5,TIGR 2,RUS,transshipment,62.1754,178.2857
NIKOLAY CHEPIK(RUS),2021-06-25 09:50,2021-06-25 17:40,7.8,GLIER,RUS,transshipment,62.2962,-178.8494
NIKOLAY CHEPIK(RUS),2021-06-12 09:50,2021-06-13 02:40,16.8,FRIO MURMANSK,RUS,transshipment,61.4247,-178.4737
NIKOLAY CHEPIK(RUS),2020-10-02 00:40,2020-10-02 03:00,2.3,LEADER,RUS,supply_other,52.7261,160.5326
NIKOLAY CHEPIK(RUS),2020-08-27 00:00,2020-08-28 06:30,30.5,ICE CRYSTAL,RUS,transshipment,48.1027,154.9235
NIKOLAY CHEPIK(RUS),2020-08-03 05:10,2020-08-03 08:50,3.7,ILYA KONOVALOV,RUS,supply_other,48.1544,154.7346
NIKOLAY CHEPIK(RUS),2020-07-19 08:50,2020-07-19 12:30,3.7,ALEXANDR BELYAKOV,RUS,supply_other,48.0938,154.8197
NIKOLAY CHEPIK(RUS),2020-06-17 03:20,2020-06-18 06:30,27.2,BALYUZEK,RUS,transshipment,48.3277,154.4266
NIKOLAY CHEPIK(RUS),2020-06-15 13:30,2020-06-15 19:30,6.0,ARDATOV,RUS,transshipment,48.0418,154.4065
NIKOLAY CHEPIK(RUS),2020-06-02 11:30,2020-06-02 15:30,4.0,BALYUZEK,RUS,supply_other,50.073,156.349
NIKOLAY CHEPIK(RUS),2020-05-31 03:00,2020-06-02 10:30,55.5,TIGR 2,RUS,transshipment,50.2519,156.2965
NIKOLAY CHEPIK(RUS),2020-05-31 03:00,2020-06-02 04:50,49.8,M.BRYZGALIN,RUS,transshipment,50.2515,156.2969
NIKOLAY CHEPIK(RUS),2020-05-20 03:30,2020-05-20 07:20,3.8,TIGR 2,RUS,supply_other,49.3627,155.4491
NIKOLAY CHEPIK(RUS),2020-04-28 13:20,2020-04-29 17:00,27.7,PACIFICA,RUS,transshipment,52.5184,155.844
NIKOLAY CHEPIK(RUS),2020-04-06 21:20,2020-04-07 23:20,26.0,TIGR 2,RUS,transshipment,56.7001,150.8415
NIKOLAY CHEPIK(RUS),2020-04-07 04:30,2020-04-07 23:20,18.8,M.BRYZGALIN,RUS,transshipment,56.6801,150.7933
NIKOLAY CHEPIK(RUS),2020-04-06 21:20,2020-04-07 03:50,6.5,ILYA KONOVALOV,RUS,transshipment,56.7415,150.9336
NIKOLAY CHEPIK(RUS),2020-03-31 19:30,2020-04-02 22:50,51.3,TIGR 2,RUS,transshipment,56.6417,150.6935
NIKOLAY CHEPIK(RUS),2020-03-31 19:30,2020-04-02 22:40,51.2,ASTRONOM,RUS,transshipment,56.6387,150.6898
NIKOLAY CHEPIK(RUS),2020-03-17 20:40,2020-03-19 04:10,31.5,ICE STREAM,RUS,transshipment,58.499,155.585
NIKOLAY CHEPIK(RUS),2020-03-18 00:00,2020-03-18 22:40,22.7,IKHTIOLOG,RUS,transshipment,58.4934,155.536
NIKOLAY CHEPIK(RUS),2019-10-29 20:40,2019-10-30 10:10,13.5,TIGR 2,RUS,transshipment,50.2732,156.3539
NIKOLAY CHEPIK(RUS),2019-10-19 11:10,2019-10-21 16:10,53.0,TIGR 2,RUS,transshipment,50.2081,156.2751
NIKOLAY CHEPIK(RUS),2019-10-20 01:10,2019-10-20 08:00,6.8,KAPITAN MASLOVETS,RUS,transshipment,50.204,156.2731
NIKOLAY CHEPIK(RUS),2019-09-30 00:00,2019-09-30 22:50,22.8,TAMBOV,RUS,transshipment,63.4889,179.4253
NIKOLAY CHEPIK(RUS),2019-09-30 09:40,2019-09-30 22:50,13.2,YANTAR31,RUS,transshipment,63.493,179.4261
NIKOLAY CHEPIK(RUS),2019-09-15 05:10,2019-09-16 06:00,24.8,BALYUZEK,RUS,transshipment,62.3063,177.4725
NIKOLAY CHEPIK(RUS),2019-09-15 05:10,2019-09-16 06:00,24.8,ARDATOV,RUS,transshipment,62.3062,177.4727
NIKOLAY CHEPIK(RUS),2019-08-27 12:10,2019-08-29 10:50,46.7,PAMYAT KIROVA,RUS,transshipment,62.3006,177.0961
NIKOLAY CHEPIK(RUS),2019-08-28 16:30,2019-08-29 10:50,18.3,PIONER NIKOLAEVA,RUS,transshipment,62.2898,177.052
NIKOLAY CHEPIK(RUS),2019-08-27 19:20,2019-08-28 11:30,16.2,OYANG96,KOR,transshipment,62.307,177.121
NIKOLAY CHEPIK(RUS),2019-08-27 12:10,2019-08-27 18:30,6.3,M.BRYZGALIN,RUS,transshipment,62.3069,177.1243
NIKOLAY CHEPIK(RUS),2019-08-06 08:10,2019-08-06 23:50,15.7,TIGR 2,RUS,transshipment,62.2515,177.7977
NIKOLAY CHEPIK(RUS),2019-08-06 15:20,2019-08-06 23:50,8.5,VOSTOK 7,RUS,transshipment,62.251,177.7965
NIKOLAY CHEPIK(RUS),2019-08-06 08:30,2019-08-06 14:50,6.3,ILYA KONOVALOV,RUS,transshipment,62.2515,177.7991
NIKOLAY CHEPIK(RUS),2019-08-04 20:40,2019-08-06 05:30,32.8,BALYUZEK,RUS,transshipment,62.2263,177.81
NIKOLAY CHEPIK(RUS),2019-07-25 03:00,2019-07-27 16:10,61.2,TAMBOV,RUS,transshipment,63.6436,179.3651
NIKOLAY CHEPIK(RUS),2019-07-25 18:10,2019-07-27 16:10,46.0,NAMBUKHO,KOR,transshipment,63.6498,179.3975
NIKOLAY CHEPIK(RUS),2019-07-25 03:00,2019-07-25 16:20,13.3,SIGLAN,RUS,transshipment,63.6279,179.2844
NIKOLAY CHEPIK(RUS),2019-07-09 12:20,2019-07-10 11:20,23.0,ILYA KONOVALOV,RUS,transshipment,62.2124,177.9205
NIKOLAY CHEPIK(RUS),2019-07-08 08:10,2019-07-08 11:00,2.8,OYANG96,KOR,supply_other,62.2079,177.9307
NIKOLAY CHEPIK(RUS),2019-06-21 12:40,2019-06-23 14:50,50.2,BALYUZEK,RUS,transshipment,63.4089,179.6349
NIKOLAY CHEPIK(RUS),2019-06-23 08:30,2019-06-23 14:50,6.3,M.BRYZGALIN,RUS,transshipment,63.3854,179.658
NIKOLAY CHEPIK(RUS),2019-06-14 01:40,2019-06-15 02:20,24.7,PROLIV LONGA,RUS,transshipment,62.3135,177.2649
NIKOLAY CHEPIK(RUS),2019-05-16 12:10,2019-05-17 23:50,35.7,PELAGIAL,RUS,transshipment,50.1902,156.7687
NIKOLAY CHEPIK(RUS),2019-05-16 12:10,2019-05-17 23:50,35.7,TIGR 2,RUS,transshipment,50.1909,156.7677
NIKOLAY CHEPIK(RUS),2019-04-30 05:50,2019-05-01 23:50,42.0,ARKADIJA,RUS,transshipment,50.629,154.9541
NIKOLAY CHEPIK(RUS),2019-04-10 00:50,2019-04-10 20:10,19.3,ASTRONOM,RUS,transshipment,58.1228,149.1349
NIKOLAY CHEPIK(RUS),2019-04-10 06:20,2019-04-10 16:00,9.7,ILYA KONOVALOV,RUS,transshipment,58.1328,149.1198
NIKOLAY CHEPIK(RUS),2019-04-10 01:50,2019-04-10 04:30,2.7,PELAGIAL,RUS,supply_other,58.0724,149.225
NIKOLAY CHEPIK(RUS),2019-03-23 14:00,2019-03-23 22:40,8.7,PACIFICA,RUS,transshipment,54.1269,155.3334
NIKOLAY CHEPIK(RUS),2019-03-21 19:50,2019-03-22 23:50,28.0,BALYUZEK,RUS,transshipment,54.1317,155.436
NIKOLAY CHEPIK(RUS),2018-10-16 00:00,2018-10-18 10:30,58.5,TIGR 2,RUS,transshipment,43.9315,146.191
NIKOLAY CHEPIK(RUS),2018-10-16 21:30,2018-10-17 11:30,14.0,LEDA.212,RUS,transshipment,43.9303,146.191
NIKOLAY CHEPIK(RUS),2018-10-16 01:50,2018-10-16 16:30,14.7,LEDA.212,RUS,transshipment,43.9333,146.1894
NIKOLAY CHEPIK(RUS),2018-10-15 05:00,2018-10-15 23:50,18.8,SSK 6,RUS,transshipment,43.9334,146.188
NIKOLAY CHEPIK(RUS),2018-10-15 00:00,2018-10-15 09:00,9.0,TIGR 2,RUS,transshipment,43.9329,146.1869
NIKOLAY CHEPIK(RUS),2018-09-30 00:40,2018-09-30 20:20,19.7,ZOLOTOY ROG,RUS,transshipment,62.4436,178.2336
NIKOLAY CHEPIK(RUS),2018-09-18 19:10,2018-09-19 16:00,20.8,CRYSTAL AFRICA,RUS,transshipment,63.524,179.4313
NIKOLAY CHEPIK(RUS),2018-09-19 00:00,2018-09-19 16:00,16.0,TALER,RUS,transshipment,63.5252,179.4252
NIKOLAY CHEPIK(RUS),2018-08-25 08:40,2018-08-27 10:10,49.5,BALYUZEK,RUS,transshipment,62.3097,177.3079
NIKOLAY CHEPIK(RUS),2018-07-26 20:00,2018-07-28 02:10,30.2,ILYA KONOVALOV,RUS,transshipment,50.6316,155.2637
NIKOLAY CHEPIK(RUS),2018-07-26 21:30,2018-07-28 02:10,28.7,BALYUZEK,RUS,transshipment,50.6293,155.2611
NIKOLAY CHEPIK(RUS),2018-07-01 08:40,2018-07-04 10:10,73.5,TIGR 2,RUS,transshipment,50.742,154.4735
NIKOLAY CHEPIK(RUS),2018-06-18 13:50,2018-06-18 23:50,10.0,ILYA KONOVALOV,RUS,transshipment,49.2639,156.0295
NIKOLAY CHEPIK(RUS),2018-06-18 13:50,2018-06-18 23:20,9.5,KAMCHATSKIY PROLIV,RUS,transshipment,49.2436,156.0156
NIKOLAY CHEPIK(RUS),2018-05-30 19:50,2018-05-30 23:20,3.5,BALYUZEK,RUS,supply_other,47.9768,154.4513
NIKOLAY CHEPIK(RUS),2018-05-23 14:00,2018-05-23 23:50,9.8,PETROPAVLOVSK,RUS,bunkering,47.9228,154.5434
NIKOLAY CHEPIK(RUS),2018-05-02 20:20,2018-05-03 02:30,6.2,GLIER,RUS,transshipment,49.9512,157.286
NIKOLAY CHEPIK(RUS),2018-04-16 00:20,2018-04-16 06:40,6.3,ARDATOV,RUS,transshipment,58.1839,154.3617
NIKOLAY CHEPIK(RUS),2018-04-12 09:40,2018-04-12 12:50,3.2,ASTRONOM,RUS,supply_other,58.2221,153.7703
NIKOLAY CHEPIK(RUS),2018-04-12 06:50,2018-04-12 11:30,4.7,BALYUZEK,RUS,supply_other,58.254,153.7934
NIKOLAY CHEPIK(RUS),2018-04-12 01:40,2018-04-12 09:10,7.5,KAPITAN FALEYEV,RUS,transshipment,58.2688,153.8036
NIKOLAY CHEPIK(RUS),2018-04-11 10:40,2018-04-11 21:40,11.0,AERONAVT,RUS,transshipment,58.3549,153.8247
NIKOLAY CHEPIK(RUS),2018-04-09 12:00,2018-04-11 21:30,57.5,BALYUZEK,RUS,transshipment,58.5258,153.8943
NIKOLAY CHEPIK(RUS),2018-04-11 00:00,2018-04-11 10:20,10.3,SEAWIND-1,RUS,transshipment,58.4604,153.8914
NIKOLAY CHEPIK(RUS),2018-04-10 13:30,2018-04-10 22:00,8.5,ALEXANDR BELYAKOV,RUS,transshipment,58.5271,153.8728
NIKOLAY CHEPIK(RUS),2018-04-10 03:10,2018-04-10 13:30,10.3,PELAGIAL,RUS,transshipment,58.5901,153.9082
NIKOLAY CHEPIK(RUS),2018-04-09 12:00,2018-04-09 23:50,11.8,ARDATOV,RUS,transshipment,58.6236,153.927
NIKOLAY CHEPIK(RUS),2018-03-23 00:00,2018-03-23 02:50,2.8,JUPITER,RUS,supply_other,56.0916,151.1416
NIKOLAY CHEPIK(RUS),2018-03-22 08:40,2018-03-23 02:00,17.3,PLUTONAS,RUS,transshipment,56.1426,151.0143
NIKOLAY CHEPIK(RUS),2018-03-22 07:50,2018-03-22 19:50,12.0,JUPITER,RUS,transshipment,56.1682,150.9413
NIKOLAY CHEPIK(RUS),2018-03-14 07:40,2018-03-14 12:10,4.5,KAPITAN MASLOVETS,RUS,transshipment,55.9137,149.9895
NIKOLAY CHEPIK(RUS),2018-02-10 17:10,2018-02-12 12:20,43.2,RETRIEVER,RUS,transshipment,52.5456,156.0911
NIKOLAY CHEPIK(RUS),2018-02-10 07:10,2018-02-10 15:40,8.5,JUPITER,RUS,transshipment,52.5738,156.1041
NIKOLAY CHEPIK(RUS),2017-10-05 00:00,2017-10-05 22:50,22.8,BALYUZEK,RUS,transshipment,43.863,146.1016
NIKOLAY CHEPIK(RUS),2017-09-15 08:30,2017-09-15 13:30,5.0,GLIER,RUS,supply_other,49.1006,155.9149
NIKOLAY CHEPIK(RUS),2017-09-13 07:00,2017-09-13 13:20,6.3,BALYUZEK,RUS,transshipment,49.2066,155.8868
NIKOLAY CHEPIK(RUS),2017-08-15 10:50,2017-08-15 23:50,13.0,BALYUZEK,RUS,transshipment,49.2481,155.9254
NIKOLAY CHEPIK(RUS),2017-08-03 06:30,2017-08-04 20:40,38.2,BALYUZEK,RUS,transshipment,49.1627,155.8031
NIKOLAY CHEPIK(RUS),2017-07-20 14:30,2017-07-20 18:50,4.3,ORION,RUS,supply_other,49.0273,155.1815
NIKOLAY CHEPIK(RUS),2017-07-02 00:40,2017-07-03 09:30,32.8,BALYUZEK,RUS,transshipment,49.4375,155.6699
NIKOLAY CHEPIK(RUS),2017-05-30 00:10,2017-05-31 11:40,35.5,KAPITAN FALEYEV,RUS,transshipment,50.989,154.8341
NIKOLAY CHEPIK(RUS),2017-05-29 02:20,2017-05-31 11:00,56.7,TIGR 2,RUS,transshipment,50.9521,154.9264
NIKOLAY CHEPIK(RUS),2017-04-26 15:20,2017-04-26 23:50,8.5,CRYSTAL ASIA,RUS,transshipment,58.4605,158.0175
NIKOLAY CHEPIK(RUS),2017-04-25 00:00,2017-04-26 10:40,34.7,CRYSTAL ASIA,RUS,transshipment,58.4049,157.748
NIKOLAY CHEPIK(RUS),2017-04-24 20:40,2017-04-25 20:00,23.3,KAPITAN MASLOVETS,RUS,transshipment,58.3948,157.7493
NIKOLAY CHEPIK(RUS),2017-04-09 01:20,2017-04-09 09:30,8.2,BALYUZEK,RUS,transshipment,58.2206,151.5094
NIKOLAY CHEPIK(RUS),2017-04-09 05:40,2017-04-09 09:30,3.8,M.BRYZGALIN,RUS,supply_other,58.2092,151.4692
NIKOLAY CHEPIK(RUS),2017-04-08 16:40,2017-04-08 20:50,4.2,BALYUZEK,RUS,supply_other,58.283,151.5598
NIKOLAY CHEPIK(RUS),2017-04-08 08:20,2017-04-08 13:50,5.5,KAPITAN MASLOVETS,RUS,transshipment,58.4203,151.6864
NIKOLAY CHEPIK(RUS),2017-04-08 09:30,2017-04-08 13:50,4.3,TIGR 2,RUS,supply_other,58.4195,151.6858
NIKOLAY CHEPIK(RUS),2017-04-08 01:30,2017-04-08 05:30,4.0,TIGR 2,RUS,supply_other,58.4315,151.7243
NIKOLAY CHEPIK(RUS),2017-04-07 06:50,2017-04-07 20:30,13.7,TIGR 2,RUS,transshipment,58.4495,151.7894
NIKOLAY CHEPIK(RUS),2017-03-28 10:50,2017-03-29 10:10,23.3,TIGR 2,RUS,transshipment,57.1356,156.1322
NIKOLAY CHEPIK(RUS),2017-03-28 19:00,2017-03-28 21:30,2.5,PELAGIAL,RUS,supply_other,57.1109,156.093
NIKOLAY CHEPIK(RUS),2017-03-28 10:00,2017-03-28 14:20,4.3,PELAGIAL,RUS,supply_other,57.1382,156.1186
NIKOLAY CHEPIK(RUS),2017-03-14 00:00,2017-03-16 04:50,52.8,BALYUZEK,RUS,transshipment,57.0797,148.1414
NIKOLAY CHEPIK(RUS),2017-02-20 00:00,2017-02-20 10:10,10.2,FROST OLYMPOS,RUS,transshipment,54.1421,155.7269
NIKOLAY CHEPIK(RUS),2017-02-07 00:30,2017-02-08 23:50,47.3,BALYUZEK,RUS,transshipment,54.1155,155.4723
NIKOLAY CHEPIK(RUS),2017-02-08 04:30,2017-02-08 22:50,18.3,FROST OLYMPOS,RUS,transshipment,54.1155,155.4712
NIKOLAY CHEPIK(RUS),2017-02-07 03:10,2017-02-07 05:20,2.2,M.BRYZGALIN,RUS,supply_other,54.1155,155.4722
NIKOLAY CHEPIK(RUS),2017-01-03 05:00,2017-01-03 11:50,6.8,ASTRONOM,RUS,transshipment,43.848,146.1052
NIKOLAY CHEPIK(RUS),2017-01-03 05:00,2017-01-03 10:30,5.5,KAPITAN FALEYEV,RUS,transshipment,43.8473,146.1047
NIKOLAY CHEPIK(RUS),2016-09-24 00:00,2016-09-25 13:40,37.7,BALYUZEK,RUS,transshipment,49.5555,155.3035
NIKOLAY CHEPIK(RUS),2016-09-25 00:20,2016-09-25 13:40,13.3,ARDATOV,RUS,transshipment,49.7228,155.1753
NIKOLAY CHEPIK(RUS),2016-09-05 15:40,2016-09-06 14:20,22.7,ALEXANDR BELYAKOV,RUS,transshipment,49.1592,155.7738
