vessel,start,end,dur_hours,counterparty,encounteredVesselFlag,kind,latitude,longitude
NIKOLAY CHEPIK(RUS),2016-08-16 14:00,2016-08-16 16:50,2.8,ORION,RUS,supply_other,48.7675,153.3164
NIKOLAY CHEPIK(RUS),2016-08-04 16:40,2016-08-06 05:00,36.3,BALYUZEK,RUS,transshipment,47.8899,154.7281
NIKOLAY CHEPIK(RUS),2016-08-04 02:20,2016-08-04 04:50,2.5,BALYUZEK,RUS,supply_other,48.1102,154.6247
NIKOLAY CHEPIK(RUS),2016-07-13 08:50,2016-07-13 11:20,2.5,KAPITAN FALEYEV,RUS,transshipment,50.8496,156.2477
NIKOLAY CHEPIK(RUS),2016-07-12 14:00,2016-07-12 23:00,9.0,KAPITAN FALEYEV,RUS,transshipment,50.8509,156.2475
NIKOLAY CHEPIK(RUS),2016-07-12 10:30,2016-07-12 12:40,2.2,TAMBOV,RUS,supply_other,50.8666,156.1813
NIKOLAY CHEPIK(RUS),2016-06-13 05:00,2016-06-14 05:10,24.2,JUPITER,RUS,transshipment,47.7899,153.9256
NIKOLAY CHEPIK(RUS),2016-05-14 04:20,2016-05-14 19:10,14.8,SORAKSAN,RUS,transshipment,50.6053,155.0301
NIKOLAY CHEPIK(RUS),2016-04-06 13:50,2016-04-06 23:50,10.0,BALYUZEK,RUS,transshipment,54.072,155.4457
NIKOLAY CHEPIK(RUS),2016-04-05 01:20,2016-04-06 17:50,40.5,KAPITAN MASLOVETS,RUS,transshipment,54.0538,155.4555
NIKOLAY CHEPIK(RUS),2016-04-05 01:20,2016-04-06 17:50,40.5,ORION,RUS,transshipment,54.0539,155.4556
NIKOLAY CHEPIK(RUS),2016-03-18 14:30,2016-03-19 23:50,33.3,PLUTONAS,RUS,transshipment,55.3468,155.447
NIKOLAY CHEPIK(RUS),2016-02-28 09:10,2016-02-28 12:10,3.0,JUPITER,RUS,supply_other,54.0282,155.3696
NIKOLAY CHEPIK(RUS),2016-02-26 09:00,2016-02-26 12:40,3.7,ORION,RUS,supply_other,54.0712,155.3626
NIKOLAY CHEPIK(RUS),2016-02-25 07:50,2016-02-25 17:30,9.7,SMOLNINSKIY,RUS,transshipment,54.0697,155.2811
NIKOLAY CHEPIK(RUS),2016-02-21 10:00,2016-02-22 12:10,26.2,CRYSTAL AFRICA,RUS,transshipment,55.2825,155.1128
NIKOLAY CHEPIK(RUS),2016-02-21 10:00,2016-02-22 08:50,22.8,KAPITAN MASLOVETS,RUS,transshipment,55.285,155.1452
NIKOLAY CHEPIK(RUS),2016-01-26 06:10,2016-01-26 13:30,7.3,KAPITAN MASLOVETS,RUS,transshipment,57.3151,146.477
NIKOLAY CHEPIK(RUS),2016-01-25 00:00,2016-01-25 16:10,16.2,FROST OLYMPOS,RUS,transshipment,57.463,146.4475
NIKOLAY CHEPIK(RUS),2016-01-02 10:00,2016-01-02 13:10,3.2,PELAGIAL,RUS,supply_other,53.723,154.2926
NIKOLAY CHEPIK(RUS),2015-07-02 18:00,2015-07-02 22:50,4.8,UST-KARSK,RUS,supply_other,61.1653,-178.4968
NIKOLAY CHEPIK(RUS),2015-06-25 12:30,2015-06-25 19:00,6.5,AERONAVT,RUS,transshipment,62.9383,179.5585
NIKOLAY CHEPIK(RUS),2015-06-23 21:00,2015-06-24 20:00,23.0,BALYUZEK,RUS,transshipment,62.0445,-176.9768
NIKOLAY CHEPIK(RUS),2015-06-24 10:20,2015-06-24 20:00,9.7,AERONAVT,RUS,transshipment,62.0641,-176.8901
NIKOLAY CHEPIK(RUS),2015-06-02 14:20,2015-06-02 19:10,4.8,UST-KARSK,RUS,supply_other,61.4939,-177.9273
NIKOLAY CHEPIK(RUS),2015-05-04 20:50,2015-05-04 23:30,2.7,PELAGIAL,RUS,supply_other,50.0938,157.0993
NIKOLAY CHEPIK(RUS),2015-04-26 15:50,2015-04-26 22:10,6.3,UST-KARSK,RUS,transshipment,49.8624,156.9619
NIKOLAY CHEPIK(RUS),2015-04-21 14:10,2015-04-21 18:10,4.0,UST-KARSK,RUS,supply_other,54.1028,155.4107
NIKOLAY CHEPIK(RUS),2015-04-12 14:50,2015-04-12 18:00,3.2,TSEZAR,RUS,supply_other,58.2151,154.9643
NIKOLAY CHEPIK(RUS),2015-04-06 11:40,2015-04-07 12:20,24.7,BALYUZEK,RUS,transshipment,56.9524,151.0343
NIKOLAY CHEPIK(RUS),2015-04-06 19:50,2015-04-06 23:50,4.0,ASTRONOM,RUS,supply_other,56.9574,151.0461
NIKOLAY CHEPIK(RUS),2015-04-05 01:10,2015-04-05 13:00,11.8,ARDATOV,RUS,transshipment,56.75,150.2731
NIKOLAY CHEPIK(RUS),2015-03-24 10:40,2015-03-24 19:10,8.5,JUPITER,RUS,transshipment,57.9033,155.1369
NIKOLAY CHEPIK(RUS),2015-03-14 11:50,2015-03-15 08:20,20.5,CRYSTAL ARCTICA,RUS,transshipment,57.4869,155.0399
NIKOLAY CHEPIK(RUS),2015-03-09 09:10,2015-03-10 13:10,28.0,BALYUZEK,RUS,transshipment,58.6443,156.3964
NIKOLAY CHEPIK(RUS),2015-02-11 00:00,2015-02-11 14:30,14.5,JUPITER,RUS,transshipment,55.3404,155.368
NIKOLAY CHEPIK(RUS),2015-02-10 15:00,2015-02-10 18:10,3.2,JUPITER,RUS,supply_other,55.3397,155.3701
NIKOLAY CHEPIK(RUS),2014-12-26 00:00,2014-12-26 16:30,16.5,BALYUZEK,RUS,transshipment,42.3248,143.8872
NIKOLAY CHEPIK(RUS),2013-04-30 00:00,2013-04-30 03:40,3.7,ASTRONOM,RUS,supply_other,57.4793,156.5105
NIKOLAY CHEPIK(RUS),2013-04-28 01:20,2013-04-29 23:50,46.5,BALYUZEK,RUS,transshipment,57.4785,156.5894
SEAWIND1(RUS),2026-06-04 00:00,2026-06-04 17:30,17.5,FRIO NAVARIN,RUS,transshipment,50.4017,155.6509
SEAWIND1(RUS),2026-04-12 02:10,2026-04-12 23:50,21.7,TIGR 2,RUS,transshipment,50.5731,155.8032
SEAWIND1(RUS),2026-04-12 03:50,2026-04-12 23:50,20.0,KAPITAN MASLOVETS,RUS,transshipment,50.5693,155.804
SEAWIND1(RUS),2026-03-21 19:30,2026-03-23 18:30,47.0,KAPITAN FALEYEV,RUS,transshipment,58.3261,156.1987
SEAWIND1(RUS),2026-03-22 01:20,2026-03-22 13:20,12.0,FRIO MURMANSK,RUS,transshipment,58.3762,156.4121
SEAWIND1(RUS),2026-03-21 08:00,2026-03-21 21:00,13.0,FRIO MURMANSK,RUS,transshipment,58.3335,156.6241
SEAWIND1(RUS),2026-03-03 08:50,2026-03-04 08:10,23.3,TIGR 2,RUS,transshipment,55.3602,155.3908
SEAWIND1(RUS),2026-03-03 08:50,2026-03-03 23:50,15.0,KAPITAN MASLOVETS,RUS,transshipment,55.3602,155.391
SEAWIND1(RUS),2026-02-27 08:20,2026-02-28 23:50,39.5,FRIO SEVASTOPOLIS,RUS,transshipment,54.1192,155.7356
SEAWIND1(RUS),2026-02-22 03:10,2026-02-22 23:50,20.7,KAPITAN FALEYEV,RUS,transshipment,56.5681,145.1851
SEAWIND1(RUS),2026-02-22 03:10,2026-02-22 23:50,20.7,TIGR 2,RUS,transshipment,56.568,145.1853
SEAWIND1(RUS),2026-02-04 10:40,2026-02-06 18:00,55.3,ORION,RUS,transshipment,59.2099,148.1605
SEAWIND1(RUS),2026-01-02 15:40,2026-01-03 11:30,19.8,ICE RIVER,RUS,transshipment,60.3946,169.6178
SEAWIND1(RUS),2025-12-31 06:00,2025-12-31 15:00,9.0,ICE RIVER,RUS,transshipment,61.3996,172.9669
SEAWIND1(RUS),2025-11-11 11:00,2025-11-11 14:10,3.2,ILYA KONOVALOV,RUS,supply_other,50.8471,156.1217
SEAWIND1(RUS),2025-11-10 21:50,2025-11-11 07:20,9.5,KAPITAN MASLOVETS,RUS,transshipment,50.5962,155.7888
SEAWIND1(RUS),2025-04-11 00:00,2025-04-11 04:40,4.7,FRIO NAVARIN,RUS,transshipment,58.0467,148.1194
SEAWIND1(RUS),2025-04-11 00:00,2025-04-11 04:40,4.7,ILYA KONOVALOV,RUS,supply_other,58.0467,148.1191
SEAWIND1(RUS),2025-04-09 00:00,2025-04-10 11:50,35.8,FRIO NAVARIN,RUS,transshipment,58.0127,148.6012
SEAWIND1(RUS),2025-04-10 00:00,2025-04-10 11:50,11.8,ILYA KONOVALOV,RUS,transshipment,57.9557,148.5284
SEAWIND1(RUS),2025-04-09 00:00,2025-04-09 18:40,18.7,NIKOLAY CHEPIK,RUS,transshipment,58.0496,148.6528
SEAWIND1(RUS),2025-04-09 00:00,2025-04-09 11:00,11.0,ALEXANDR BELYAKOV,RUS,transshipment,58.0409,148.6832
SEAWIND1(RUS),2025-03-31 02:50,2025-04-03 04:40,73.8,FRIO MURMANSK,RUS,transshipment,57.4471,148.1902
SEAWIND1(RUS),2025-03-31 02:50,2025-04-02 07:10,52.3,ILYA KONOVALOV,RUS,transshipment,57.4512,148.1463
SEAWIND1(RUS),2025-03-11 16:10,2025-03-14 10:00,65.8,JUPITER,RUS,transshipment,55.3373,154.8423
SEAWIND1(RUS),2025-02-19 00:00,2025-02-20 09:50,33.8,ILYA KONOVALOV,RUS,transshipment,55.2943,155.4149
SEAWIND1(RUS),2025-02-19 04:50,2025-02-20 09:50,29.0,FRIO NAVARIN,RUS,transshipment,55.2942,155.4147
SEAWIND1(RUS),2025-02-18 00:00,2025-02-18 13:50,13.8,FRIO NAVARIN,RUS,transshipment,55.2878,155.4222
SEAWIND1(RUS),2025-01-27 00:00,2025-01-28 20:30,44.5,ILYA KONOVALOV,RUS,transshipment,54.134,155.7831
SEAWIND1(RUS),2025-01-27 21:10,2025-01-28 14:50,17.7,FRIO MURMANSK,RUS,transshipment,54.1298,155.7858
SEAWIND1(RUS),2025-01-27 00:00,2025-01-27 14:50,14.8,FRIO MURMANSK,RUS,transshipment,54.1391,155.7767
SEAWIND1(RUS),2025-01-25 13:30,2025-01-26 21:20,31.8,TIGR 2,RUS,transshipment,54.1542,155.7051
SEAWIND1(RUS),2025-01-25 13:30,2025-01-25 23:50,10.3,FRIO MURMANSK,RUS,transshipment,54.1591,155.6738
SEAWIND1(RUS),2025-01-08 10:00,2025-01-12 02:20,88.3,TIGR 2,RUS,transshipment,54.086,155.7995
SEAWIND1(RUS),2024-12-21 14:20,2024-12-21 16:40,2.3,KALTAN,RUS,supply_other,60.3703,169.5676
SEAWIND1(RUS),2024-12-10 00:00,2024-12-12 04:40,52.7,PLUTONAS,RUS,transshipment,61.1928,172.4068
SEAWIND1(RUS),2024-11-10 03:20,2024-11-11 21:10,41.8,ORION,RUS,transshipment,62.9177,179.3876
SEAWIND1(RUS),2024-11-08 11:40,2024-11-09 16:00,28.3,ORION,RUS,transshipment,62.4793,177.0773
SEAWIND1(RUS),2024-10-03 01:50,2024-10-03 08:10,6.3,ALEXANDR BELYAKOV,RUS,transshipment,68.3523,-170.6502
SEAWIND1(RUS),2024-09-25 02:50,2024-09-25 09:40,6.8,ALEXANDR BELYAKOV,RUS,transshipment,67.5089,-169.3305
SEAWIND1(RUS),2024-04-27 03:50,2024-04-28 23:50,44.0,TIGR 2,RUS,transshipment,50.8362,156.2411
SEAWIND1(RUS),2024-04-10 00:00,2024-04-10 13:10,13.2,BALYUZEK,RUS,transshipment,56.7886,145.2692
SEAWIND1(RUS),2024-04-10 02:10,2024-04-10 13:10,11.0,NIKOLAY CHEPIK,RUS,transshipment,56.781,145.2625
SEAWIND1(RUS),2024-04-01 07:00,2024-04-02 23:50,40.8,FROST OLYMPOS,RUS,transshipment,57.2246,145.8233
SEAWIND1(RUS),2024-03-26 01:00,2024-03-26 05:30,4.5,KAPITAN FALEYEV,RUS,transshipment,55.438,151.336
SEAWIND1(RUS),2024-03-21 20:10,2024-03-22 11:50,15.7,FROST OLYMPOS,RUS,transshipment,54.6772,151.8309
SEAWIND1(RUS),2024-03-20 00:00,2024-03-21 16:00,40.0,FRIO MURMANSK,RUS,transshipment,54.798,151.615
SEAWIND1(RUS),2024-03-10 09:50,2024-03-11 12:20,26.5,FRIO MURMANSK,RUS,transshipment,54.2774,153.045
SEAWIND1(RUS),2024-03-01 15:00,2024-03-03 11:00,44.0,FRIO MURMANSK,RUS,transshipment,55.3582,154.9052
SEAWIND1(RUS),2024-03-01 16:20,2024-03-02 13:00,20.7,ICE OCEAN,RUS,transshipment,55.3999,154.8031
SEAWIND1(RUS),2024-02-21 11:50,2024-02-22 19:10,31.3,BALYUZEK,RUS,transshipment,58.1476,154.4264
SEAWIND1(RUS),2024-01-03 01:20,2024-01-04 14:00,36.7,BALYUZEK,RUS,transshipment,52.6219,156.068
SEAWIND1(RUS),2024-01-04 00:30,2024-01-04 14:00,13.5,ALEXANDR BELYAKOV,RUS,transshipment,52.5929,156.0862
SEAWIND1(RUS),2023-12-23 00:40,2023-12-23 21:50,21.2,PLUTONAS,RUS,transshipment,57.1402,144.2528
SEAWIND1(RUS),2023-11-08 00:30,2023-11-08 15:40,15.2,BALYUZEK,RUS,transshipment,53.1832,159.475
SEAWIND1(RUS),2023-09-26 09:30,2023-09-28 04:50,43.3,FRIO MURMANSK,RUS,transshipment,65.0889,-175.9957
SEAWIND1(RUS),2023-08-27 15:10,2023-08-28 17:30,26.3,RUSTICA,RUS,transshipment,62.4589,177.1137
SEAWIND1(RUS),2023-08-27 15:10,2023-08-28 17:30,26.3,BAGRATION,RUS,transshipment,62.4589,177.1136
SEAWIND1(RUS),2023-08-28 12:20,2023-08-28 16:30,4.2,TUMNINSKIY,RUS,supply_other,62.4576,177.1167
SEAWIND1(RUS),2023-08-10 00:00,2023-08-10 02:50,2.8,FRIO MURMANSK,RUS,transshipment,49.132,155.2753
SEAWIND1(RUS),2023-04-15 06:30,2023-04-15 19:40,13.2,PLUTONAS,RUS,transshipment,56.6346,144.0833
SEAWIND1(RUS),2023-04-15 09:10,2023-04-15 19:40,10.5,KAPITAN MASLOVETS,RUS,transshipment,56.6327,144.0929
SEAWIND1(RUS),2023-04-12 08:40,2023-04-12 11:30,2.8,KAPITAN MASLOVETS,RUS,transshipment,57.487,144.6073
SEAWIND1(RUS),2023-04-02 18:40,2023-04-04 16:20,45.7,BALYUZEK,RUS,transshipment,56.7733,149.9146
SEAWIND1(RUS),2023-03-26 06:00,2023-03-26 21:00,15.0,TIGR 2,RUS,transshipment,56.2066,149.2747
SEAWIND1(RUS),2023-03-26 06:30,2023-03-26 16:20,9.8,KAPITAN MASLOVETS,RUS,transshipment,56.1948,149.2525
SEAWIND1(RUS),2023-03-25 19:00,2023-03-26 04:50,9.8,JUPITER,RUS,transshipment,56.2187,149.1662
SEAWIND1(RUS),2023-03-21 09:50,2023-03-22 21:10,35.3,TIGR 2,RUS,transshipment,54.1042,155.671
SEAWIND1(RUS),2023-03-22 07:10,2023-03-22 21:10,14.0,ILYA KONOVALOV,RUS,transshipment,54.0899,155.6681
SEAWIND1(RUS),2023-03-11 04:20,2023-03-11 13:40,9.3,SIMFONIYA,RUS,transshipment,54.0807,154.5115
SEAWIND1(RUS),2023-03-09 06:20,2023-03-10 23:50,41.5,TIGR 2,RUS,transshipment,53.735,153.6298
SEAWIND1(RUS),2023-03-10 02:40,2023-03-10 23:50,21.2,KAPITAN FALEYEV,RUS,transshipment,53.5301,153.5816
SEAWIND1(RUS),2023-02-23 13:00,2023-02-26 08:40,67.7,BALYUZEK,RUS,transshipment,54.1275,155.4268
SEAWIND1(RUS),2023-02-25 13:30,2023-02-25 18:50,5.3,ORION,RUS,supply_other,54.1436,155.3766
SEAWIND1(RUS),2023-02-23 12:30,2023-02-25 10:40,46.2,ILYA KONOVALOV,RUS,transshipment,54.1201,155.4479
SEAWIND1(RUS),2023-02-19 00:00,2023-02-19 10:40,10.7,KAPITAN MASLOVETS,RUS,transshipment,52.4745,156.044
SEAWIND1(RUS),2023-02-19 00:00,2023-02-19 10:40,10.7,JUPITER,RUS,transshipment,52.4745,156.0438
SEAWIND1(RUS),2023-02-05 19:40,2023-02-07 08:20,36.7,ICE RIVER,RUS,transshipment,55.3378,155.1396
SEAWIND1(RUS),2023-02-05 20:10,2023-02-06 21:30,25.3,GEROI DAMANSKOGO,RUS,transshipment,55.3357,155.2075
SEAWIND1(RUS),2023-01-23 00:00,2023-01-24 20:40,44.7,ICE RIVER,RUS,transshipment,55.3287,155.3158
SEAWIND1(RUS),2023-01-24 07:50,2023-01-24 20:40,12.8,ILYA KONOVALOV,RUS,transshipment,55.314,155.3153
SEAWIND1(RUS),2023-01-16 00:00,2023-01-17 11:00,35.0,FROST OLYMPOS,RUS,transshipment,55.3564,155.4008
SEAWIND1(RUS),2023-01-01 06:00,2023-01-01 13:20,7.3,BALYUZEK,RUS,transshipment,51.7988,154.9334
SEAWIND1(RUS),2022-04-02 09:20,2022-04-02 19:20,10.0,FRIO MURMANSK,RUS,transshipment,55.8795,149.0913
SEAWIND1(RUS),2022-04-02 09:20,2022-04-02 19:20,10.0,KAPITAN FALEYEV,RUS,transshipment,55.8796,149.0914
SEAWIND1(RUS),2022-03-15 10:20,2022-03-16 08:20,22.0,ICE CRYSTAL,RUS,transshipment,56.1233,148.8685
SEAWIND1(RUS),2022-03-14 05:50,2022-03-16 05:00,47.2,BALYUZEK,RUS,transshipment,56.1321,149.4875
SEAWIND1(RUS),2022-02-28 00:00,2022-03-01 21:40,45.7,KAPITAN SHCHERBAKOV,RUS,transshipment,58.3926,154.7331
SEAWIND1(RUS),2022-02-10 07:30,2022-02-12 17:00,57.5,FRIO MURMANSK,RUS,transshipment,54.2946,153.0323
SEAWIND1(RUS),2022-01-31 08:10,2022-01-31 16:40,8.5,BALYUZEK,RUS,transshipment,55.3584,155.4029
SEAWIND1(RUS),2022-01-31 01:20,2022-01-31 03:40,2.3,BALYUZEK,RUS,supply_other,55.3587,155.4025
SEAWIND1(RUS),2022-01-29 21:00,2022-01-30 18:50,21.8,BALYUZEK,RUS,transshipment,55.3558,155.4055
SEAWIND1(RUS),2022-01-29 06:20,2022-01-29 16:30,10.2,BALYUZEK,RUS,transshipment,55.3567,155.4088
SEAWIND1(RUS),2022-01-16 00:00,2022-01-16 09:40,9.7,SORAKSAN,RUS,transshipment,54.165,155.7026
SEAWIND1(RUS),2022-01-14 10:50,2022-01-16 02:20,39.5,PETROPAVLOVSK,RUS,bunkering,54.1645,155.7035
SEAWIND1(RUS),2022-01-14 10:50,2022-01-15 16:10,29.3,SORAKSAN,RUS,transshipment,54.1643,155.7034
SEAWIND1(RUS),2021-09-21 03:30,2021-09-22 02:30,23.0,FRIO MURMANSK,RUS,transshipment,62.2029,178.2319
SEAWIND1(RUS),2021-09-06 00:00,2021-09-08 05:30,53.5,TIGR 2,RUS,transshipment,62.9211,179.4823
SEAWIND1(RUS),2021-09-06 04:30,2021-09-06 19:50,15.3,GLIER,RUS,transshipment,62.9194,179.485
SEAWIND1(RUS),2021-09-06 00:00,2021-09-06 03:20,3.3,SHKIPER,RUS,supply_other,62.9203,179.4858
SEAWIND1(RUS),2021-08-11 15:20,2021-08-11 20:20,5.0,TIGR 2,RUS,supply_other,52.3601,156.1257
SEAWIND1(RUS),2021-08-09 10:30,2021-08-11 02:30,40.0,FRIO MURMANSK,RUS,transshipment,54.6564,155.6453
SEAWIND1(RUS),2021-08-04 09:00,2021-08-05 09:50,24.8,FRIO MURMANSK,RUS,transshipment,53.7823,155.8704
SEAWIND1(RUS),2021-07-16 18:10,2021-07-16 20:50,2.7,KAPITAN FALEYEV,RUS,transshipment,62.0396,178.6729
SEAWIND1(RUS),2021-07-15 00:00,2021-07-16 16:10,40.2,TIGR 2,RUS,transshipment,62.1344,178.3065
SEAWIND1(RUS),2021-07-15 12:40,2021-07-15 19:40,7.0,FROST OLYMPOS,RUS,transshipment,62.1208,178.3557
SEAWIND1(RUS),2021-06-29 11:20,2021-07-01 07:40,44.3,TIGR 2,RUS,transshipment,62.1332,178.6975
SEAWIND1(RUS),2021-06-29 17:30,2021-06-30 02:50,9.3,GLIER,RUS,transshipment,62.1336,178.6977
SEAWIND1(RUS),2021-06-10 02:50,2021-06-12 04:30,49.7,FRIO MURMANSK,RUS,transshipment,62.0257,-178.5478
SEAWIND1(RUS),2021-04-30 14:20,2021-04-30 20:40,6.3,ILYA KONOVALOV,RUS,transshipment,51.6677,155.7791
SEAWIND1(RUS),2021-04-26 01:40,2021-04-26 03:50,2.2,VOSTOK1,RUS,supply_other,50.7462,153.769
SEAWIND1(RUS),2021-04-10 12:20,2021-04-11 15:30,27.2,MERCURY,RUS,transshipment,55.7689,148.1785
SEAWIND1(RUS),2021-04-11 02:50,2021-04-11 15:30,12.7,ILYA KONOVALOV,RUS,transshipment,55.8504,148.1435
SEAWIND1(RUS),2021-04-10 12:20,2021-04-11 02:40,14.3,ALEXANDR BELYAKOV,RUS,transshipment,55.6965,148.2097
SEAWIND1(RUS),2021-04-02 14:10,2021-04-03 10:40,20.5,BALYUZEK,RUS,transshipment,57.0501,150.757
SEAWIND1(RUS),2021-03-18 16:10,2021-03-20 09:10,41.0,TIGR 2,RUS,transshipment,55.8785,150.2804
SEAWIND1(RUS),2021-03-20 00:00,2021-03-20 09:00,9.0,BALYUZEK,RUS,transshipment,55.6962,150.3359
SEAWIND1(RUS),2021-03-07 08:10,2021-03-07 11:20,3.2,KAPITAN FALEYEV,RUS,transshipment,55.4438,150.5644
SEAWIND1(RUS),2020-06-03 16:20,2020-06-04 07:10,14.8,BALYUZEK,RUS,transshipment,48.2977,154.4699
SEAWIND1(RUS),2020-05-26 21:20,2020-05-30 16:50,91.5,TIGR 2,RUS,transshipment,50.2584,156.3352
SEAWIND1(RUS),2020-05-26 20:20,2020-05-27 02:40,6.3,ARDATOV,RUS,transshipment,50.2709,156.349
SEAWIND1(RUS),2020-05-10 00:00,2020-05-11 20:50,44.8,BALYUZEK,RUS,transshipment,50.0275,156.14
SEAWIND1(RUS),2020-05-10 08:50,2020-05-11 20:50,36.0,ARDATOV,RUS,transshipment,50.0379,156.1635
SEAWIND1(RUS),2020-04-17 05:50,2020-04-18 13:30,31.7,PACIFICA,RUS,transshipment,50.7694,153.6873
SEAWIND1(RUS),2020-04-16 05:10,2020-04-16 10:10,5.0,TIGR 2,RUS,supply_other,50.2543,154.3778
SEAWIND1(RUS),2020-03-27 20:50,2020-03-29 21:50,49.0,BIKIN,RUS,transshipment,57.3406,149.0911
SEAWIND1(RUS),2020-03-29 09:20,2020-03-29 21:50,12.5,SIGLAN,RUS,transshipment,57.5701,149.5051
SEAWIND1(RUS),2019-09-16 19:20,2019-09-17 18:10,22.8,BALYUZEK,RUS,transshipment,62.2857,177.7964
SEAWIND1(RUS),2019-09-09 16:10,2019-09-09 19:20,3.2,FRIO SEVASTOPLIS,RUS,transshipment,61.0932,-179.4398
SEAWIND1(RUS),2019-09-02 05:40,2019-09-04 09:10,51.5,PROLIV LONGA,RUS,transshipment,62.2618,177.2748
SEAWIND1(RUS),2019-09-04 00:00,2019-09-04 09:10,9.2,KAPITAN MASLOVETS,RUS,transshipment,62.3013,177.1086
SEAWIND1(RUS),2019-08-13 14:10,2019-08-15 11:30,45.3,PAMYAT KIROVA,RUS,transshipment,62.3245,177.511
SEAWIND1(RUS),2019-08-14 20:30,2019-08-15 11:30,15.0,VASILYEVSKIY OSTROV,RUS,transshipment,62.3254,177.4129
SEAWIND1(RUS),2019-07-30 00:00,2019-07-30 05:10,5.2,M.BRYZGALIN,RUS,supply_other,63.7133,179.4647
SEAWIND1(RUS),2019-07-27 21:40,2019-07-30 04:10,54.5,TAMBOV,RUS,transshipment,63.6912,179.4013
SEAWIND1(RUS),2019-07-28 21:30,2019-07-29 12:00,14.5,81CHUNGYONG,KOR,transshipment,63.6906,179.3971
SEAWIND1(RUS),2019-07-28 00:00,2019-07-28 21:20,21.3,83CHUNG YONG,KOR,transshipment,63.6909,179.3969
SEAWIND1(RUS),2019-06-28 09:10,2019-06-30 08:30,47.3,FRIO SEVASTOPOLIS,RUS,transshipment,49.5734,156.7003
SEAWIND1(RUS),2018-09-11 11:50,2018-09-11 20:20,8.5,ARDATOV,RUS,transshipment,50.2679,156.3503
SEAWIND1(RUS),2018-08-21 10:10,2018-08-21 15:20,5.2,BALYUZEK,RUS,supply_other,50.2184,156.4443
SEAWIND1(RUS),2018-08-11 19:10,2018-08-12 14:30,19.3,ALEXANDR BELYAKOV,RUS,transshipment,50.6034,154.9958
SEAWIND1(RUS),2018-07-30 00:00,2018-07-30 03:40,3.7,BALYUZEK,RUS,supply_other,49.5814,156.4569
SEAWIND1(RUS),2018-04-16 20:30,2018-04-17 09:10,12.7,ARDATOV,RUS,transshipment,58.3728,153.6243
SEAWIND1(RUS),2018-04-14 21:20,2018-04-16 11:10,37.8,POLTAVA,RUS,transshipment,58.5379,153.0681
SEAWIND1(RUS),2018-04-15 21:20,2018-04-16 11:10,13.8,PELAGIAL,RUS,transshipment,58.5297,153.2076
SEAWIND1(RUS),2018-04-14 21:20,2018-04-15 15:40,18.3,ALEXANDR BELYAKOV,RUS,transshipment,58.5405,152.9546
SEAWIND1(RUS),2018-04-11 00:00,2018-04-11 10:20,10.3,NIKOLAY CHEPIK,RUS,transshipment,58.4604,153.8914
SEAWIND1(RUS),2018-04-11 00:00,2018-04-11 10:20,10.3,BALYUZEK,RUS,transshipment,58.4603,153.8912
SEAWIND1(RUS),2018-03-23 07:30,2018-03-24 23:50,40.3,JUPITER,RUS,transshipment,56.0737,151.3891
SEAWIND1(RUS),2018-03-04 01:00,2018-03-04 19:40,18.7,ALEXANDR BELYAKOV,RUS,transshipment,57.3243,149.8535
SEAWIND1(RUS),2018-03-04 08:20,2018-03-04 19:40,11.3,TIGR 2,RUS,transshipment,57.2897,149.8951
SEAWIND1(RUS),2018-03-04 01:00,2018-03-04 04:10,3.2,TIGR 2,RUS,supply_other,57.4401,149.7126
SEAWIND1(RUS),2018-03-01 07:20,2018-03-03 02:20,43.0,TIGR 2,RUS,transshipment,57.5024,150.1227
SEAWIND1(RUS),2018-02-03 06:00,2018-02-03 17:10,11.2,GLIER,RUS,transshipment,52.5542,155.9456
SEAWIND1(RUS),2018-02-02 00:00,2018-02-02 23:50,23.8,JUPITER,RUS,transshipment,52.5611,156.0945
SEAWIND1(RUS),2018-01-01 08:30,2018-01-02 18:30,34.0,ARKADIJA,RUS,transshipment,60.3915,169.5357
SEAWIND1(RUS),2017-04-25 00:20,2017-04-25 21:40,21.3,ARKADIJA,RUS,transshipment,57.4909,156.5925
SEAWIND1(RUS),2017-04-23 19:10,2017-04-24 09:40,14.5,ARKADIJA,RUS,transshipment,57.497,156.5764
SEAWIND1(RUS),2017-04-09 09:40,2017-04-10 08:40,23.0,FRIO SEVASTOPOLIS,RUS,transshipment,59.4783,156.755
SEAWIND1(RUS),2017-04-09 11:10,2017-04-09 16:00,4.8,PIOTR.ZHITNIKOV,RUS,supply_other,59.6725,156.8476
SEAWIND1(RUS),2017-04-07 16:30,2017-04-07 20:10,3.7,SYCHYOVO,RUS,supply_other,59.3264,156.3819
SEAWIND1(RUS),2017-04-07 11:30,2017-04-07 18:10,6.7,PIOTR.ZHITNIKOV,RUS,transshipment,59.4053,156.3629
SEAWIND1(RUS),2017-04-07 11:30,2017-04-07 16:30,5.0,FRIO SEVASTOPOLIS,RUS,transshipment,59.4215,156.3762
SEAWIND1(RUS),2017-03-31 06:10,2017-03-31 19:30,13.3,PIOTR.ZHITNIKOV,RUS,transshipment,59.1787,156.3904
SEAWIND1(RUS),2017-03-31 08:00,2017-03-31 10:10,2.2,SYCHYOVO,RUS,supply_other,59.176,156.3719
SEAWIND1(RUS),2017-03-04 08:30,2017-03-04 23:30,15.0,ARKADIJA,RUS,transshipment,58.4971,149.5114
