vessel,period_start,period_end,years_observed,port_visits,repairs_detected,dry_dock_repairs,major_dockings,extended_layups,total_port_days,total_repair_days,total_layup_days,total_fishing_days,fishing_events,encounters,repair_share_%,docking_cycle_months,last_docking,predicted_next_docking,months_to_next_docking,sales_window,imo,rmrs_status,class_notation,build_date,surveys_source,surveys_total,surveys_due,next_class_survey_type,next_class_survey_code,next_class_survey_date,next_class_survey_deadline,next_mandatory_docking_class,class_survey_status,months_to_class_survey,predicted_next_maintenance,maintenance_driver,sales_window_combined,months_to_next_maintenance
ALEXANDR BELYAKOV(RUS),2012-01-31,2026-06-25,14.4,67,32,31,21,1,2150.0,1639.0,462.6,1341.8,3585,182,31.2,5.5,2025-04-15,2025-09-29,-9.0,overdue,8721260,ok_via_regbook,KM(*) L2 [1] AUT2 REF Fishing vessel,1988-01-05,regulatory_fallback,4,1,Ежегодный (оценка),CLC.A,2026-01-15,2026-07-14,2030-01-15,due,-5.4,2025-09-29,both,overdue,-9.0
